,SMILES,des_gap,pred_gap,Err_pred_des
68,CC.CCC1(CC)CCCC1C,8.2901,8.748289,0.05526943080015518
69,CCCCCC(C)CC1CCC(OCC)CC1,8.2901,8.720436,0.05190963874879742
70,O=CCCCCC=CCCCCNCCCCO,8.2901,5.6704445,0.31599805930864644
71,CC(N)CC(C)CNCCOSC(O)(O)OO,8.2901,7.649714,0.07724707867546723
72,C=C(CCOCC)C(CC)CCC,8.2901,7.1297913,0.13996317779452305
73,CCCCC(CO)CCCC1=CC=CC=CCCCC1,8.2901,5.3426914,0.35553353741103383
74,CCCC1(C)CC1CCCOCCCO,8.2901,8.150812,0.01680170938253448
75,CCCCC(C)OCC(C)C(=O)CO,8.2901,6.8678617,0.17155863647703903
76,CCCCC(C)CCC(C)CCC,8.2901,10.099147,0.21821773476273412
77,CCCCCCCCC(C)CCCN,8.2901,8.147059,0.01725438286476734
78,CC(C)CCC1CCCCCCC1C,8.2901,9.587475,0.15649688459705505
79,CCCCCC(C)CC(CO)C(CCCO)OCCC(=O)COCC,8.2901,7.4346724,0.10318664966021461
80,CCC(CC)CCCC(C)C(C)CO,8.2901,8.929955,0.0771829686986397
81,C=C1CCCCC(O)C1COCCCC,8.2901,6.9196024,0.16531737927117848
82,CCCC1CC1CCC1(C(C)CC)CCC1CO,8.2901,8.8961735,0.07310810209440789
83,CCCCCCCC(C)(C)C,8.2901,9.866058,0.19010124722372157
84,COCC=CCCPC(C)(O)C=O,8.2901,6.15722,0.25728038421975796
85,CCCCCOCC1CC(C)C1,8.2901,9.079325,0.09520086878204585
86,CCCC1CCC1(CCCO)OCO,8.2901,8.647832,0.043151701042096154
87,CCCNCC(C)N(N)CCNCOCO,8.2901,6.831103,0.175992708404847
88,CCCCCCCOCC1CC(CO)N1,8.2901,8.3966465,0.012852257467797537
89,CCC1=CC=CCCOCC=CC1O,8.2901,5.257031,0.3658663992113841
90,COOCC1CC(=O)SCCS1,8.2901,6.3817506,0.23019618778438364
91,COCC(OC)C1CCCCC(C)OC1,8.2901,8.694925,0.04883237937148386
92,CC#CC(C)(O)CC(CC)CCCO,8.2901,7.3818865,0.10955398822224474
93,CCCCC1CCCC(C(C)O)C1,8.2901,9.13506,0.10192401905450703
94,C=CC(O)CCCC(CC)(CN)CO,8.2901,7.5048065,0.09472665968387753
95,CCCC(CC)COC(CC)CCOC,8.2901,8.57221,0.0340297839458689
96,CCC1CCC1CCC(OOO)PO,8.2901,8.114925,0.021130579302845117
97,CCCC(O)C1CCCCCC(CNNN)CC1C,8.2901,7.6311674,0.07948427500220763
98,CCCCC(CCC1CC1C)C(C)O,8.2901,9.369782,0.1302375662314014
99,CCC(C)CCCC1C(O)C1COOC,8.2901,8.306046,0.001923442687851993
100,CCCC1CCCCCCC1NNCCOC,8.2901,7.7671504,0.06308121710605527
101,C=C(CCCC)OC(C)COCCCO,8.2901,7.569267,0.08695108670437511
102,CC(CCNCCCN)CCC1CCCCC1,8.2901,7.8234143,0.056294335929106924
103,CCCOC(=O)C(CCNO)NCCOC,8.2901,6.9555297,0.16098362024718427
104,CN1CCC(F)(C(C)(O)CO)C1,8.2901,7.968047,0.03884788578801125
105,C=CCC(C)CC(COC)CC(C)O,8.2901,7.6701016,0.07478780200375847
106,CCCCCCC(C)CCC(C)C1CCC(C)C1,8.2901,9.729137,0.17358504971644445
107,CCC(C)CC(CC)CCCCC(C)CO,8.2901,8.9331455,0.0775678849557048
108,CCC(COCC(C)C)C(C)COO,8.2901,8.50823,0.026312132465300207
109,CCCCCCCC1CCCCCC(CCCC)CC1,8.2901,9.919853,0.19659029570803946
110,CCCC(COCC)SCCCP,8.2901,6.327059,0.23679342925727587
111,CC(C)CCC(C)(C)OCCCCN,8.2901,8.251086,0.0047060668693518735
112,CC(C)(CO)CC(C)(C)CCN,8.2901,7.9904046,0.03615099867728039
113,CCCC(C)=CCCC(CO)C(C)(C)C(C)C,8.2901,6.6771135,0.19456779375158093
114,CCC(O)(COO)C(C)(O)CCCC(O)OC,8.2901,8.285805,0.0005181181728621416
115,CCC(O)C(CC(=O)O)OC,8.2901,7.6135287,0.08161195540643577
116,CC1CCCCCCCCC(C)(C)O1,8.2901,9.166583,0.10572647630526302
117,CCC(CCOC1CCCCCCC1)NOC,8.2901,7.1810384,0.13378145261586846
118,CCCCCC1CCCCCCCCCN1C,8.2901,8.00613,0.03425408396691732
119,CC(CCCCC1CCCC1C)OO,8.2901,8.393386,0.012458943456170058
120,COC1CCCOCC(C)(OC)CC1,8.2901,8.347607,0.006936787123864149
121,CCCCCCCCCOC(C)CC(C)N,8.2901,7.9629745,0.03945977149372829
122,CCC=C(C)CCNNNCSCCCC,8.2901,5.151376,0.37861114213714586
123,C=C(NC(C)C(C(=C)O)C(C)O)C(N)OCC,8.2901,6.2356167,0.24782370731837247
124,C=CC(N)C1COCNOCC(=NCOC)C1,8.2901,6.627445,0.20055907396204328
125,CC(C)COCCC1(C)CC(C)C(C)C1,8.2901,8.949288,0.07951512867457533
126,C=CCC(C)CC(=C)CCN,8.2901,5.6179914,0.3223252497016043
127,CCCCC1(CC)CC(C)CCCC(C)C(C)C1,8.2901,8.836281,0.06588350234061176
128,CCCCNCCOC1CCCCCCCCC1,8.2901,8.552073,0.031600647160397746
129,C#CC(C#N)COC(C)CC(C)C,8.2901,8.772747,0.05821968851942934
130,CC1CC(CCO)OCON(C(C)C)CCCCC1O,8.2901,8.136617,0.018514046049125602
131,CCCC(CCC)CCSC(C)(C)C,8.2901,7.1815977,0.13371398298503503
132,CCC(C)(CCCCCNCCCN)COC,8.2901,8.210757,0.009570782553383127
133,CCCCCCCCCCCCOC(O)CCO,8.2901,8.561832,0.032777943327404364
134,C=CCC(=O)COC1C2CCCCC1CC2,8.2901,6.110077,0.2629670445112997
135,CCCC(O)COCCCC(CO)OC,8.2901,8.872964,0.07030842876858806
136,CCCCCCCCCCCC1CC(C)C1,8.2901,9.744731,0.17546603170068573
137,COCCCCCCCC(C)OC,8.2901,8.7145,0.051193643894053516
138,CCCC(C)CCCCOC(C)CCC,8.2901,9.375097,0.1308786715214862
139,CCCCCCCC(C)CCCCCCCCO,8.2901,8.988425,0.0842360471914424
140,COCCCCCC1CC(=O)CCCCO1,8.2901,6.9127674,0.16614185470883105
141,COC1CCCCC(CC(C)N)OO1,8.2901,8.200103,0.01085598411462975
142,CC(C)C(C)CC(O)C(C)N,8.2901,8.283608,0.0007830500736454366
143,CC(C)COC1CCC(CCO)C1,8.2901,9.009163,0.08673754271143057
144,CCCC(CC)C(O)CCC(CC)CC,8.2901,9.21043,0.11101556618902922
145,CCCC1OC1(C)CCC(C)C,8.2901,8.986288,0.08397824763015044
146,C=CCCCC(C)C1CCCCCC1,8.2901,8.0704155,0.0264996204115546
147,CCCC1CC(=N)N(O)OC1C=O,8.2901,5.6366286,0.32007712479015943
148,CC(C)CCCC1CCCC(C)C1,8.2901,9.764189,0.17781314658200642
149,CC(C)C(O)(NC(=O)O)OO,8.2901,8.183509,0.012857640681555208
150,CCC1CCC2(C)C1C2(C)C,8.2901,8.959717,0.08077306629292762
151,CCCC1CC(CC)CCOCC(O)O1,8.2901,8.928868,0.07705194071991969
152,CCCC1CCNC2CCCCC12,8.2901,7.9608474,0.03971636315881606
153,CCCC(CCOO)CCC(C)CC,8.2901,7.7716794,0.0625349029085651
154,CCCP1CCCC(O)CC1CNC,8.2901,6.4558687,0.22125562767538387
155,CCC(C)CCCC(C)(OC)OO,8.2901,8.866346,0.06951018193422624
156,OCOCOCCCCCC=CCC1CO1,8.2901,7.828104,0.05572863787348302
157,OCC1CCCCCC12CCCCCCO2,8.2901,8.862228,0.06901344899997428
158,CCC1(C)OCC=CC(C)C1O,8.2901,6.68542,0.19356581509078088
159,COC1CCC(C)CC1CNN(C)O,8.2901,7.833425,0.05508678483812896
160,CCCCC1CCCCC(O)CCCC1,8.2901,8.840624,0.06640738418002431
161,CCC1CC(OC)CCCCC(=O)C(C)C1,8.2901,6.787389,0.18126575052475766
162,C=C1CC(OC)NCCOC(OC)C1,8.2901,7.661797,0.07578955058909105
163,CCCC(O)(CCCC=NN)COCOC,8.2901,6.5807195,0.20619540524507754
164,CCCCOC(CCC)C(C)O,8.2901,8.453962,0.019766025265051567
165,CCCC(O)CC(C#N)(CN)CO,8.2901,8.002893,0.03464452203520152
166,CCCCCC(CC)C(C)CCCN=O,8.2901,5.7587595,0.30534498997645493
167,C=CCCC(C)(C)OC(CC)(COC)C(C)(C)O,8.2901,8.472969,0.022058727298317336
168,CCOOCCCCCCCCCCC(C)C,8.2901,9.447742,0.1396415558507379
169,COOC1(C)CCC(C)OC(C)O1,8.2901,9.099233,0.09760228147368774
170,CCC1CCCCC2(CCC1)CC(C)C2C,8.2901,8.843925,0.06680564481420224
171,CCC1CCCC(CC(C)C)C1,8.2901,9.625736,0.16111219847435673
172,CC1CCC(C)(CO)C1(C)C(O)CO,8.2901,8.309068,0.0022879972660466356
173,CCCCCCCCC1CC(CC)C1C,8.2901,9.804478,0.18267303068122095
174,C.C=CC1(N)CCCC1(C)NC,8.2901,6.2943907,0.24073404682624322
175,CCC(C)COCC(C)CCO,8.2901,8.443759,0.01853523655185987
176,CCCCC#CCCC=CC1CCCC1,8.2901,6.105147,0.2635617320758239
177,CC(O)CNCC1CCOC1CO,8.2901,8.1290045,0.019432277239769223
178,C.CCCC(CC)C1CCCC1CCC,8.2901,8.3931875,0.012435015607553937
179,CCNC(C)CCCCC(C)N,8.2901,7.6004195,0.08319326409430688
180,CC(N)CCCC1CCCC1C,8.2901,8.343847,0.006483308377495174
181,CCC(CC)(CO)CCC(C)OC,8.2901,8.684217,0.047540735697148284
182,CC(C)C.CC(C)CCNC(C)CCN,8.2901,8.40095,0.013371422760127111
183,CC(CCC(C)(C)CN(C)C)OO,8.2901,7.926297,0.043884007695302214
184,CC1C2CCCCC23C(C)CCN13,8.2901,8.526963,0.028571818668985078
185,COC1CCCNCC(C)C12OO2,8.2901,7.08569,0.14528292523432865
186,COCC(C)(O)OC1OCCC(C)CC1CO,8.2901,7.930717,0.04335086531832428
187,C=CCCCCC=C(C)C(=C)C,8.2901,6.1201587,0.26175092310915876
188,C.CCOCCCC(CCC(C)C)C(C)O,8.2901,8.530035,0.02894235520933375
189,COC12C3=CC1CN(C)CCC3C2C,8.2901,6.1531887,0.25776664872024035
190,CCCCCCC(C)CCCCCCCCO,8.2901,8.738471,0.05408511733139095
191,CCCCOCC(C)COCOC(O)CCC,8.2901,9.148118,0.10349911570475666
192,CCC(C)C1CCCCCC(C)CO1,8.2901,9.254075,0.11628026807324436
193,CCCCCC(C)CC(C)(CC)CC,8.2901,9.837693,0.18667967990935008
194,CCCC(C)C(C)OCCC(O)OC,8.2901,8.294482,0.0005286101663593959
195,CCCOC1COCOCC(CCO)C1CC,8.2901,8.893009,0.07272640689388728
196,CCCNCCC(C)(O)COC,8.2901,7.778631,0.06169633534853044
197,CCCCCC(CC)(CCCC(=O)O)OCCC,8.2901,8.109723,0.02175811014034962
198,CCCC(C)(O)NC1CC1CC,8.2901,8.3835745,0.011275435251541947
199,CCCCC(C)CCCOCC(C)CCCO,8.2901,8.2807255,0.0011308091427153022
200,CC(O)=CCOCCOC(C)CO,8.2901,7.237546,0.12696517929795176
201,CC(O)C1CCCC1C,8.2901,9.075943,0.09479294497823448
202,CCCCCCCCCCC(CC=CCN)CN(C)O,8.2901,7.4961076,0.09577597637210802
203,CC(C)NCCC1CCOC1(C)C,8.2901,8.083683,0.024899215459884085
204,CCC1(CCCNC)CCC(C(=O)OC)C1,8.2901,7.7411966,0.06621191151068705
205,CCC(CCCCCCC1CC2CC12)N1CC1CC,8.2901,7.9540343,0.04053819272859282
206,CCC1CC(C)C(C)(CO)C1OCCCCC=O,8.2901,7.31319,0.1178405588149818
207,CCCC(CCO)COCCCC(C)CC,8.2901,8.74687,0.055098254652362934
208,CCCCC(C)CCCC1COC1CC,8.2901,8.368146,0.009414354795236196
209,C=C1CC2(C=C2C)CC(=O)CC1CCC,8.2901,4.964231,0.40118562933478386
210,C=CC(COCC(C)C)CC(CC)CCCC,8.2901,7.97289,0.03826372417612346
211,CCCCCC1(O)CCCC(C)(CC)C1,8.2901,8.924415,0.0765147145033943
212,C=CCCC(=S)C(C)NC,8.2901,4.288912,0.4826465519766942
213,CCCOC(CC)CC(C)(CC)OO,8.2901,8.272407,0.0021342832940538527
214,CCCONC(=N)CCC1CC(C=C(C)CCC)C1,8.2901,6.6100745,0.20265442876309292
215,CC1CCCC(CO)(CCC(O)CO)CCC(C)C1O,8.2901,8.618048,0.03955895757993241
216,CCC(C)COCCC(C)C1CC1CC1CCC1C,8.2901,8.476974,0.022541770742255267
217,COCCC1C2CC(C)C2C12CC2,8.2901,7.6982374,0.07139390126434937
218,CCCC(C)C(C)CC1CCC(C)CO1,8.2901,8.606657,0.03818494688824519
219,CCC(C)C1CCN1C1CC1C,8.2901,7.35652,0.112613819382898
220,CCCCCC1CCON(CCCC)C1,8.2901,8.685518,0.04769764716595784
221,CCC(C)(C)C(O)C1CCC(C(C)C)CC1,8.2901,9.004325,0.08615395628821143
222,CCCCC1OCC(C)(C)OCC1CC,8.2901,8.2019005,0.010639137986546159
223,CCCONCCCCOC1CCCC(C)N1C,8.2901,7.735924,0.06684795514048768
224,CC1C2CCCCCCOCCCC1CC2,8.2901,8.645756,0.04290126389576301
225,CCC1CC(C)C(CCCCCCO)C1,8.2901,8.771373,0.058053919145122465
226,CCCCC(C)C(C)(C)OC(CC)CCC(C)C,8.2901,8.834127,0.06562374713784637
227,CC1=CCOC(C(C)C)CCC1C(C)C,8.2901,6.8581076,0.17273524241764326
228,CCC=CCCCOC(CC)C(C)CC,8.2901,7.389733,0.10860751526797006
229,CSC1CCCCCCOCN(CCO)CO1,8.2901,7.4880815,0.09674413393919105
230,CCC1(C)CC2CCC(C2)C1,8.2901,9.5653925,0.1538331858725057
231,CCCNCC1COCC2CCCCC1N2,8.2901,7.6573925,0.07632085236232927
232,CCC1ONCC(CCO)N(CCO)C1O,8.2901,7.2267766,0.128264242906113
233,C=C(C)Oc1coc(C)c1CC,8.2901,5.8816833,0.2905172012871528
234,CCCC1(C)C(O)C(PO)N1C,8.2901,7.5542784,0.08875907724656384
235,CCCCNNCCOC1CCCCCCCOC1,8.2901,7.7942667,0.05981029170400499
236,CCC(C)CCC(C)C(CC)C(C)(C)CC,8.2901,9.744759,0.17546936779496392
237,CC(CO)CCCCCCC1(C)CC1,8.2901,10.0245285,0.20921683736239224
238,CC1CC(C=O)(COO)C1O,8.2901,6.565027,0.20808829363476
239,CCC(=O)CC(CO)C(CO)PCP,8.2901,6.486393,0.2175736149318446
240,CCCCCCC(C)(CO)OO,8.2901,8.662501,0.04492121146235175
241,COC1CCC(C(CO)OO)CO1,8.2901,8.19854,0.01104453096021543
242,C1CCC(C2CCCC3OCC3C2)C1,8.2901,8.87409,0.0704442883321248
243,CCOCCCCCCNC(C)OC,8.2901,8.229727,0.00728256699173288
244,CCC(CC)(CC(C)CO)SPCO,8.2901,7.1026154,0.14324129305493155
245,CCCCC(C)C(C)CCCCCCCO,8.2901,8.643558,0.04263610191951225
246,CCOCOC1CC(CC)C2CC1C2,8.2901,9.26127,0.11714811273651365
247,CCCCC1=C(C(C)N)CCCCC(CC)C1CCC,8.2901,6.230912,0.2483911884588692
248,CCCC=C=C(N)CC(C)CCCC,8.2901,6.055693,0.26952712879619667
249,CCC(C)(C=O)OCCCCC(C)C(C)C(=O)O,8.2901,6.910585,0.16640511856247522
250,CC1CCCC2CC3CCCC2CC13,8.2901,9.171605,0.1063322650110923
251,CCCCCCC1CCCCCCCCCCC1,8.2901,9.715649,0.17195795601054825
252,C=C1NCC(COCCCC)CC1C,8.2901,6.687505,0.19331434260484415
253,C=C(C)CC(O)=NCCCC=CC,8.2901,5.31919,0.3583684122833754
254,CCC(CO)CC(C)CC1CCC1,8.2901,8.971514,0.0821960830591844
255,CNC1CCCC(C)NN(C)C1,8.2901,6.7609444,0.18445563184339422
256,C=CC(CC)(CC)CC(CC)CCC,8.2901,7.622743,0.08050046082312348
257,CCC1=C2C(C)CC(CCC1)C2CC,8.2901,6.833077,0.1757545802960231
258,CCCC(O)C(CC)CC(CC)C(C)CO,8.2901,8.331751,0.005024169762846753
259,CC(C)C1(C)CCC(CO)C1,8.2901,9.077003,0.09492075190041002
260,CCC(C)(C)OC(C)OC(C)(C)C,8.2901,8.648261,0.04320346802227526
261,CCCNCCCCC(CC)CCC(C)COC,8.2901,8.171695,0.01428272812701915
262,CC(C)CCCCCOCC(C)(C)C,8.2901,9.245591,0.1152568923939703
263,CC1OCCCNC1=O,8.2901,6.477013,0.2187050685619593
264,COOCOCCC1CCCC(OC)CC1,8.2901,8.400207,0.01328169332781666
265,CCCCCC(C)C(CC)NCC(C)C,8.2901,7.7819443,0.06129669426154774
266,CNCC1(C)CCCC(OCCO)CCC1,8.2901,8.152787,0.016563466235976862
267,CCCCC(NCCC(C)C)C(C)C,8.2901,7.4321833,0.10348689814525343
268,CCC=CCCC1CCC(C)N(CC)CCC1O,8.2901,7.3595014,0.11225421142725381
269,CN=C1CC(C)C1(C)CCN,8.2901,6.3956933,0.22851433611723135
270,CCCC(O)CC(C)C(C)C(N)OC,8.2901,7.890109,0.04824922953947195
271,CC(C)C1NNOC(C(C)CO)N1,8.2901,6.830342,0.17608450851636462
272,CCCCCCOCCC(C)C1CC1CNN,8.2901,7.1777015,0.13418396964619445
273,CCOCP(C)CCN(C)C(C)OC,8.2901,7.904009,0.04657255457033755
274,CCC(C)CC(C)CC(CC)CO,8.2901,8.72515,0.05247827026663148
275,CCC1CCC(CC(CCCOC)COC(C)O)C1C,8.2901,8.123893,0.020048879492569248
276,CCCC(C)CC(C)CC(O)F,8.2901,9.514626,0.14770938219278482
277,CC1CCC(CCCCCCO)CC1,8.2901,9.064894,0.09346011779522309
278,CCC12CCCC(COC1C)N(CCO)C2,8.2901,8.013159,0.03340625586931729
279,CNCCCCOC(O)C(C)C,8.2901,8.2825985,0.0009048750336669343
280,CCN1C(C)C=CCCOC1C,8.2901,6.434651,0.22381504469430577
281,CC(C)CCC(=COC(C)(C)O)CO,8.2901,6.9997888,0.1556448340624461
282,CCONN(CC)OCCC(C)(C)OC,8.2901,7.8562927,0.05232835253985183
283,C=C(N)OCC1OCCC1C,8.2901,7.373344,0.11058443872214328
284,CCC(C)CCC1CCCCC(OC(C)C(C)CC(C)O)CC1,8.2901,8.199071,0.01098045494252707
285,COC1CCOC(COC=O)C1COCO,8.2901,6.9206085,0.1651960144620919
286,CCCCCC(C)(OCO)C(C)P,8.2901,9.091137,0.09662572615204233
287,CCCCCCCC(C)CCC1CCCC1,8.2901,9.652075,0.16428931060454913
288,CCC(C)C(COF)C(O)(O)NO,8.2901,8.104361,0.02240496731712099
289,CCCC1CC2OCC2CCC(C)CCC1C=CCO,8.2901,7.2056704,0.13081020051018832
290,CCCCC(N)CCCC(=O)CCC,8.2901,6.4633594,0.22035206379579098
291,CCCCC(=O)C1=C(C(C)CO)C1C,8.2901,5.4747868,0.3395994308364373
292,CCC=[PH]1CC(C)C(C)C(CC)C1,8.2901,5.6280885,0.32110728769572366
293,CC1CCCC2OC(CO)C(O)(OO)CCC12,8.2901,8.822685,0.06424352440853766
294,CN1CCCCCCCCCCSCCN1,8.2901,6.3128376,0.23850887194267772
295,CCCCCCCCCCOC(C)CCC,8.2901,9.245389,0.11523250439441925
296,CCC=C(OCCO)C(C)C,8.2901,7.1514344,0.13735245394635698
297,CCCCCCCCC(O)C(C)CCO,8.2901,8.515903,0.02723772607090263
298,CC1CC(O)(CO)CCC(O)O1,8.2901,8.477031,0.02254867300627915
299,CCCC(C)C1CCC(C)C1C,8.2901,9.711912,0.17150723816978883
300,C=C(CCO)CSCCOCO,8.2901,5.772764,0.3036556608566101
301,CCCCCCC(C)CCC(CCO)OC,8.2901,8.597767,0.037112565134401566
302,CNCC(N)COCCCCCC(C)(C)CO,8.2901,7.639447,0.07848551739795206
303,CCCCCCC(C)CCCC(C)CCC,8.2901,9.960579,0.20150286708930296
304,CNCCC1CC(O)C(C)COOCO1,8.2901,7.772508,0.06243493511795256
305,CCC1CCCCCOCCCCCCOCC1,8.2901,8.201766,0.010655358307002278
306,CCCCCC(COC)OC(=O)OOCO,8.2901,8.224599,0.00790112488600634
307,CC1CCCC(CCO)CC(C)O1,8.2901,8.536883,0.02976844117525856
308,COOCC1(C)COOCCCCCC1C,8.2901,7.932402,0.04314759364282099
309,CCCCCNC(CC)CC(C)OO,8.2901,7.5587406,0.08822081569043487
310,CCC1COCCCC2CCCC=CCCCCC21,8.2901,7.7627196,0.06361568241697112
311,CCC1CCC(CC)C(=O)COCCCCCCO1,8.2901,6.2348146,0.24792045405244054
312,CCC1=CC(C(C)(C)O)CC1,8.2901,6.9351735,0.1634391006736799
313,OCCCCCCCOCCN1CCC1,8.2901,7.6153116,0.08139689236322502
314,CCC(=O)CC(C)C(C)CO,8.2901,6.887784,0.1691554982193912
315,CCCCCCC(C)(CCC)CCCCOC,8.2901,8.964197,0.08131351356599749
316,C=C1CCCCOOC(OO)C(C)C1,8.2901,6.702976,0.1914480854505205
317,CC1CCCCCC(C)CCC(C)CC1,8.2901,9.791492,0.18110667689873491
318,CCC(N)C(N)(CCCN)COOO,8.2901,7.47247,0.09862730164037323
319,CCCCCCCOC(C)CCCC(N)O,8.2901,8.184012,0.012796900758145057
320,CCCCCCCC1C=C(C)C1,8.2901,7.5536866,0.08883045816034414
321,CCC1CCCCCC(C)OOCC(OC(C)CC)C1,8.2901,8.121531,0.020333827959021798
322,CC1CCCCCCCC(O)COCC(C)C1,8.2901,9.103008,0.09805771586153016
323,CNNCC1CC(C)CCCC1CC(C)C,8.2901,7.8154397,0.05725628145856846
324,CCC1(COCOC)CC(C)CC=CCN1,8.2901,6.842563,0.1746102999585974
325,C=CCCCC(C)(C)CCCCCCO,8.2901,7.1125464,0.14204334761472015
