SMILES,des_gap,pred_gap,Err_pred_des,AE
CCCC(C)C(CCO)CC(C)O,8.272,8.474446,0.0244736819018247,0.20244600000000013
CCCCCC(O)CC(CC)SCCN,8.1876,6.5665727,0.197985653162317,1.6210272999999997
C#CCCP(C)C(C)CCC(C)CCCC(C)C,8.6753,8.296952,0.0436120655631933,0.3783480000000008
CC=CC1CC=C1C1C=CC=C1,4.5117,5.0208354,0.112847795648577,0.5091353999999999
CCC1COCCC(CN(C)C)CC1NO,8.2192,6.5249257,0.206136155736477,1.694274300000001
COc1ccc(O)c2c3ccc(c1-3)CC2,3.6632,3.6951437,0.0087201626026414,0.03194370000000024
CCCCC(O)CCCCCCC(C)C,9.2286,9.195616,0.0035741316740765,0.03298400000000079
CCC(C)CC1CCS(=C2C=CC2)CC1CC,6.9355,5.051817,0.271600181629642,1.8836830000000004
CCCC(CO)CCOCCC(C)N,9.9585,7.9789186,0.198783094602733,1.9795814000000007
CC1CCC(CCC=O)C1C1OCO1,8.7242,7.074265,0.189121638292984,1.6499350000000002
C=CCCCCC1CC2CCCCCC12,8.3631,8.155205,0.024858632211833,0.20789499999999883
CC.CCC1CCCCCCC(C)CCC1,9.9457,9.081952,0.0868463662656487,0.8637480000000011
CCCC1CCC(CC)CN(C)C1,9.2605,7.9571195,0.140746237797714,1.3033805000000003
CCCCCC1=CCCCCCC(=O)O1,6.4751,6.2486324,0.0349751461706733,0.22646760000000032
CCCCC(CC)C(C)(C)F,8.7543,9.728599,0.111293717906118,0.9742990000000002
COCC1CCC(OC2CC2C)C1,8.7325,9.160878,0.0490556176876633,0.42837800000000037
O=C(S)CSC1SC1C1CCC1,4.6343,5.8151326,0.254802800412239,1.1808326000000005
CCCCC(C)CC1(C)CCCCOO1,7.5181,8.693382,0.156327032519333,1.1752820000000002
CCCCCCC1CCCC(C)C1,9.7726,9.736602,0.0036835816948603,0.035998000000001085
CCC1CCCCCC(C)C(OC)O1,9.6644,9.08063,0.0604041324418279,0.5837700000000012
CCC(C)NNCC(OC)N(O)CN,7.4767,7.7593565,0.0378049806356095,0.28265649999999987
CCCCOCCCSCC(N)OOCCC,8.7257,7.612293,0.127600906910501,1.1134069999999996
CCCCC1CCCOCCC1C1CO1,10.3278,8.511373,0.175877479596512,1.8164269999999991
CCCCCCOCCCCC(CCC)OO,9.6763,8.679337,0.103031474029168,0.9969629999999992
CC1CC1CC1OCCC=CC=CC1O,6.3679,6.2872224,0.0126694223517181,0.08067759999999957
CCOC(COO)C(C)CC(C)=O,10.1862,6.4960985,0.362264777996546,3.690101499999999
CCC1CCC2CCC2(C)CCC(C)C1,10.3445,9.157047,0.114790732106094,1.1874529999999996
C=CCOCCCCCCC(C)CCCCC,8.0495,8.170555,0.0150388365421571,0.12105500000000013
CCC(C)CCC(C)CCCCC(C)CCO,8.7308,8.956487,0.0258494870991583,0.22568699999999886
C=C1CCOC(CC)CC1C(C)C(C)CCC(C)CC,8.7463,8.020191,0.0830189688637534,0.7261089999999992
CN=CC(CNCCC=O)OOC,9.5689,6.3626533,0.335069521526754,3.2062466999999994
COOCOOCCC1CCCCCCC1,7.245,8.830659,0.218862513824526,1.5856590000000006
CCCCCCCCCC(O)CCC(C)C,7.668,8.541544,0.113920704299855,0.8735439999999999
CC=C1C=CC(CC)=C(CS)C=C1,3.1987,3.770505,0.178761669264717,0.5718049999999999
CCCC=C(C)C1CC12CC1C(OC)CC12OC,6.3781,7.4449553,0.167268520244039,1.0668553000000003
CCC1CC(O)CCC1CCO,8.5481,8.885447,0.0394645065525572,0.3373469999999994
CCC1=CCCCC(CC(C)CO)CC1,4.8214,7.1185274,0.476444064465622,2.2971274
CCCCCCCCC(C)CCOC(C)CC,10.4078,9.299546,0.106482999119866,1.1082540000000005
COC1CCC(C)CCCCNC1,10.4097,8.025324,0.229053299538137,2.3843760000000014
CCCC1=CC(OC)=C(C)C=CC(C)C1,4.4248,4.2572675,0.0378621688826221,0.16753250000000008
CCCC1COC1OC(C)OC,8.7489,9.361687,0.0700415716882086,0.6127869999999991
CC#CCCCCC(C)OCCCC(C)C,8.0823,7.772169,0.0383716128875222,0.31013100000000016
CCCCCCCCCOCC1CCC1CCO,7.9923,8.473579,0.0602178855571339,0.4812790000000007
CCCC(CCC)C(C)OC=O,6.8523,7.512356,0.0963261685044963,0.660056
CC(C)CC1NCCCCC(C)O1,8.7308,7.6106706,0.128296311156041,1.1201294000000006
CCCCNC(C)C(CC)COC,9.2669,8.263783,0.10824726123137,1.0031169999999996
CC1CCC(C)(C)C(C)(C)C(CO)C1,9.6398,8.497676,0.118480062274018,1.142123999999999
CCCCC(CC)P(O)OC1(OC)CCC1,5.9161,8.972469,0.516618943194669,3.056369
O=C1CCCCN=C=C2C=C12,3.8176,3.9959424,0.0467158304176107,0.1783424
COCCC(C)C1CCCCCO1,8.7308,9.076453,0.0395900958587231,0.34565300000000043
CCCCCC1CCCCC(CC)CC1,9.3621,9.622313,0.0277942497704967,0.26021300000000025
CC1CCCCCCCCCCCN1C,6.9089,7.6397696,0.105786674309685,0.7308696000000001
CC=CCCCCCOCNN=O,6.1983,5.525932,0.108476221677789,0.6723679999999996
CNC1(CCO)CC(C)C1C,8.3771,7.6989727,0.080950125696677,0.6781273000000008
CCC1CCC12C=CC(CO)C2,7.8315,6.6491513,0.150973462909298,1.1823487000000004
CCCCC=C=CCC(C)CCCCCC,5.4036,6.6302853,0.227012595873404,1.2266852999999998
CCCOCCCNC(C)CC1CCCCO1,10.0143,7.3792815,0.263125578338625,2.6350185
CC(=CCC=CCCC1CO1)CO,6.1983,5.9326406,0.0428600499296981,0.26565939999999966
CC#CCCC1CCC1CC(C)(C)N,8.5257,7.682297,0.0989247534200306,0.8434030000000003
COCC=NCC(CC(C)=O)C(N)CO,7.2693,5.2055836,0.283894794218467,2.0637164000000006
CCCC(C(C)OCC)C(CO)OC,9.0528,8.276594,0.0857420729512079,0.7762060000000002
C=C(C)OCCCCCCCCO,10.2149,7.4745865,0.268266308351878,2.7403135
CCCC(CCC)CCCC(C)OCC,9.4283,9.060233,0.0390385206081794,0.3680669999999999
CCC(CC)CCOC(N)CCCCO,8.6248,7.585827,0.120463445670706,1.0389730000000004
CCCC1CCC#CC(N)CCCC1,8.203,7.534561,0.0814871196846808,0.6684389999999993
CCC(CCCN)C1CC(C)C(C)C1,6.9089,8.128308,0.176498182952947,1.2194080000000005
CCC1CCC(C)CN(CC)CC1,9.6644,8.060186,0.165992054746451,1.6042140000000007
CCCCCCC(CCC)C(COC)C(C)CCCC,8.6969,9.577014,0.101198584486586,0.8801140000000007
CCCC(C)CCC(COC)C(C)CC,10.3278,9.219351,0.107326747727557,1.1084490000000002
C=CCC(C)CCC(C)COCCO,8.8376,7.49695,0.151698407991295,1.3406500000000001
CC(CO)COCC1CC(C)C1O,10.208,8.898578,0.128274129102223,1.3094219999999996
C=CCC(O)CC(C)CCCCCC,8.2988,7.620619,0.0817203908769425,0.6781810000000004
COC(=COOC(C)OO)CO,6.0324,6.732969,0.116134342421003,0.7005689999999998
CCC(CC)OC(C)CC(C)C,7.1034,8.838314,0.244237133822745,1.7349140000000007
CCC(C)CCCCCOC(CC)COO,10.4078,8.42735,0.190285166485666,1.9804499999999994
CC=CCC(CCC)C(C)CCOC,8.905,7.6086445,0.145576138632944,1.2963554999999998
CCCCCNCCCC=C1CCCCN1,7.0605,6.0518637,0.142856218348683,1.0086363
C=CCSC(OO)OC(CO)CCC,6.9779,7.2798553,0.0432730837805437,0.30195530000000037
CC1(C)CC1C1=C(CO)CC1,7.9923,6.6448135,0.168598083455619,1.3474865000000005
CCC(C)CC(C)CCCCCOO,8.7262,8.116713,0.0698456865313161,0.6094869999999997
CCCOC1C(C)CCCCC1CC(C)CC,7.5964,9.330958,0.228339524826766,1.7345580000000007
COCCONCCCC(C)(C)C(C)CNON,10.0381,7.4263763,0.260181075823768,2.6117236999999998
CCC1OC2COC(C)C2C1CCN,6.0557,8.58274,0.417299375797528,2.5270399999999995
CCCC1CCCC(C)CCCN(COC)CO1,9.2781,8.510584,0.082723415617047,0.7675160000000005
CCCCOCCOC(C)CC(C)CCCO,10.6942,8.226083,0.230790259970933,2.4681170000000012
CCCCC1CCCCCC(C)OC1,10.6754,9.092531,0.148272551452533,1.5828690000000005
CCCN1CC(C)OCC(NC)N1C,9.0593,7.6207876,0.158788469247687,1.4385124000000005
CCCC(C)(C)CC(C)(CC)CO,8.826,8.605408,0.0249934608153468,0.2205919999999999
CCCCCC(C)C(C)(N)CCCC,6.9089,8.281934,0.198734065406195,1.3730339999999996
CC(OCO)C(CCCCC(C)C1(C)CC1OO)OO,10.1396,8.331219,0.178348384602704,1.808380999999999
CCCCN1CC1CC1CN1,7.9809,8.061977,0.0101589277493277,0.08107700000000051
CCCCC(CCC)N[PH](=O)COCC,8.5755,6.9133286,0.193827922848402,1.6621714
CCC1(CS)CCOCC(C)C1=O,4.6343,5.50848,0.188632602986748,0.87418
CCON(O)C(C)CNCCCCCCN,8.0823,8.077678,0.0005719007280594,0.00462199999999946
COC1(C2C(C)C2O)CCCO1,8.5257,8.424767,0.0118387298958041,0.10093300000000127
CC(CO)NCC(C)N1NCC1C,9.2669,7.5138626,0.189171933455278,1.7530373999999993
CC1CCCCCCC(C)C1O,9.3562,8.427294,0.09928242475943,0.9289059999999996
CN(N)C=C1CC(S)CC1CCO,5.3699,5.2156343,0.0287278448372781,0.15426570000000073
CC1(C)OCCCCC(C=O)C1O,7.3339,7.2013254,0.0180769554309519,0.13257459999999988
C=C(C)CCCC(=O)OCC(C)C,8.305,6.618228,0.203103195824299,1.6867719999999995
CCCCCC(C)OC(C#N)CC,9.6644,8.336182,0.13743412517849,1.3282179999999997
CCC1(C)C(COF)CCN1C,8.2988,7.437354,0.103803671876706,0.8614459999999999
CCCC(CCC)OCCOC(C)CCO,10.4157,8.335164,0.199749986066285,2.0805359999999986
CCNCCC1CC=C(CNC)C1,4.7301,6.814562,0.440680290875895,2.0844619999999994
CNC1=C(C)C2=C=CC=CC(=CC3CC=CC3=N2)C1,4.3288,2.6195095,0.394864752693155,1.7092905000000003
CCCCCC1OCCC(C)C1CC,10.5955,8.789233,0.170474898994607,1.806267
CCC1=CC=CC=CC=CCCC=CC=CC=C1,4.7191,2.885745,0.388496736978884,1.833355
C.CCCCCC(C)(CCOCC)COC,7.3339,8.3426,0.137539354064606,1.0086999999999993
CCC(OCCCC(C)C)OOCC(C)C,8.5481,8.452286,0.0112088339395231,0.09581399999999896
CCC(C)CCCONC(C)(C)CC,9.7484,8.059576,0.173241143721442,1.6888240000000003
N=C1CCN[CH]C2CCC=CC12,3.534,3.2756383,0.0731074301347802,0.2583617
CCC[SH](CC1CC(OC)O1)OC,10.0381,5.9653764,0.405726544156194,4.0727236
CCCC(C)OCN(C)C(C)CC,10.4223,8.078756,0.224858588565148,2.3435439999999996
C=C=C([N]CCNC)P(C)COO,2.4744,4.8700347,0.968167917342237,2.3956346999999996
CCCC1C=CC(C)=C2CCCCC(CC1)C2,5.9487,5.9525023,0.0006391733776097,0.0038023000000002583
CC(C)CCCOC(COO)C(C)O,10.4978,8.515746,0.188806595987904,1.9820539999999998
C=C(C)C(O)CCCCCC=CC,6.8553,6.363382,0.0717573464851456,0.4919180000000001
CC1CCC#CCC(PCCO)O1,9.9664,7.946836,0.202637261727358,2.019564
C=C(CC)CC(CCOO)C(O)CC,9.4969,6.6247587,0.302429348482352,2.8721413
CC1CC1C[SH]1CC(NCCO)S1,4.9066,5.280274,0.0761574031584311,0.3736740000000003
C=C1CCCCC(C)C(C)(C(O)CO)CC1C,7.0605,7.8549953,0.11252676874186,0.7944952999999995
CCCC(CCOC)CCOC1CCCC1,10.5162,8.63677,0.178717573989361,1.8794299999999993
CCC1CC(C)N1CC(CO)CCCCCO,8.905,7.9052305,0.112270575838769,0.9997694999999993
CCC1C(C(=O)ONC)CCOC2CC21O,7.9523,6.979764,0.122296192965535,0.9725359999999998
C.CCCCCCC1CCCCCCCC1,8.7115,8.748185,0.0042111183809768,0.0366850000000003
COC(CO)C(C)C(C)C,9.1816,8.701631,0.0522751380645866,0.47996899999999876
CCCCCNC(CCC(C)C)NNNO,8.7128,6.6042385,0.24200733287441,2.1085614999999995
COCCC1CC2CC(C)C(C)(C1)C2,8.6117,8.292585,0.0370559386735715,0.31911500000000004
CONC(C(C)O)C(N)COC(C)C(C)C,8.8021,7.817788,0.111826936289695,0.9843119999999992
CCC1CCNC2(C=O)C1C2(C)C,6.2214,6.3619046,0.0225840841489484,0.14050459999999987
C=C=CCC1=CC=CC(CN)=CC(NC)C1,5.7609,3.2681413,0.432703003057884,2.4927587000000004
CC(CCCCO)COC(=O)N(C)C,8.2862,7.6672335,0.0746984785423896,0.6189664999999991
CCCCCC(C)CCCCCC(C)CC,9.8374,9.966385,0.0131116847637904,0.12898500000000013
CC(C)CCCCCCCCCC(C)CO,10.3445,9.094591,0.120828349292177,1.2499090000000006
Cc1ccccnccccncccc[nH]n1,3.9241,3.9918382,0.0172621025920889,0.06773819999999997
CC#CC#CCC1(C)NC1C,7.4574,6.8173795,0.0858235477995155,0.6400204999999994
CCC(COOO)CC(C)C1CCC(C)C(C)(C)CC1,9.7408,8.572608,0.119927727283222,1.1681919999999995
CCSCCC(O)(ON)C(C)C,10.2752,7.8954954,0.231596911521539,2.3797046
CC1CCCCCCC(C)(C)CCN1,6.8479,7.7893834,0.137484982462868,0.9414834000000001
C=C1NCCCCCCCC1O,6.9779,7.0677733,0.012879711966719,0.08987329999999982
CCCC(C)CCCCCCCCOCO,10.5547,9.023464,0.145076202745615,1.5312359999999998
OCCNSC1CC=CC=CNCC1,5.3401,5.076118,0.0494339071550863,0.2639819999999995
Oc1ncc2c(cccnc[nH]o1)C=C2,2.7697,3.521774,0.271536286808538,0.7520740000000004
CC1CC(CCCC(=N)O)C1O,5.1489,7.4028974,0.437762892645162,2.2539973999999994
CCC(=O)OC(CO)C(C)C,8.7262,7.098004,0.186587075211624,1.628196
CCCCCCOC1CC(CCCCC)C1,7.6569,9.033663,0.179806814248653,1.3767630000000004
CC=C1CCC(CC(O)CCCC)C1,7.4532,6.9258366,0.0707566463921065,0.5273633999999996
CCCC(C)CCCC1CCC(C)C(C)(CC)C(C)O1,8.5755,8.177123,0.046455242287542,0.398377
COC1CCC2(OO)CCCCCCOC12,8.7509,7.703584,0.119680924912483,1.0473159999999995
COCCCCC1CCCCCOC(C)C1,9.2605,9.244285,0.0017510253418522,0.016215000000000757
C=C(C)C1C=CC=C(CC)N1,4.8,4.518285,0.0586906671524048,0.28171500000000016
CCC(C)CC(OC)C1CC(C)C1CCOO,7.0045,7.7906365,0.112233070091973,0.7861364999999996
CC(CCC(=O)CCON)OCCCO,8.0794,6.4001217,0.207846908329483,1.6792783
CCCC1CCCCC1COC(CC)CC,9.0735,9.205681,0.0145677905072981,0.132181000000001
CCCCCC1CC=CC=C(O)C=C1C,9.7677,5.3210297,0.455242312613416,4.446670299999999
CCCCCC1OC(COC(C)C)C(C)CC2(C)CC12,9.0528,9.057977,0.0005718366380882,0.005176999999999765
O=c1ccccc2c(cccc1)=CC=CC=CC=2,3.2839,2.129351,0.351578641051791,1.1545489999999998
CCCC(OC)C(NCOCCCO)OC,8.7896,8.022355,0.0872900837750434,0.7672450000000008
CCC1CCCC(OC)C(C)C1,9.1631,8.614864,0.0598308051461586,0.5482359999999993
CCCCC1NC(CC)CC(OC)OP1,7.7185,7.305203,0.0535462899568546,0.413297
CCC1CC2CCCCC(CCC2)C1,10.4978,9.182265,0.12531527732694,1.3155350000000006
CCCC1=CC=C(CS)SC=C1,3.073,3.502519,0.139771849101272,0.429519
CC1CCCCCCC(C)(O)CC1C,10.5637,9.009374,0.147138439670195,1.5543260000000014
CCCCCCCCOCCCCOC1CCCOC1,9.0593,8.448829,0.0673861449334287,0.6104710000000004
CCCCCCCCCC(C)CCOC(C)OC,8.5836,9.222054,0.0743806244270505,0.6384539999999994
CC1=C2C=CC=C2C(=O)NC=Cc2ccccc21,2.8749,3.3041089,0.149295230480546,0.42920890000000034
CCC(C(C)CO)C1CCC(C)C(C)C1,10.1396,9.3432455,0.0785390443127321,0.7963544999999996
CC(C)OOCC1CC1CCCCN,6.9779,7.7235384,0.106857134487837,0.7456383999999998
CCCCC(OC(C)OCC)C(C)=O,9.7484,7.195698,0.261858583518954,2.552702
C=C(C)CC=C1SC2=CC=C(CC1C)C2CCC,4.6954,3.7355754,0.204418060751847,0.9598246000000001
COCCC1C(COC)NC(=O)C1N,6.8553,6.4404655,0.060512968026656,0.41483449999999955
CC1CC(C)C(C)CCCCCCCO1,9.7904,9.145989,0.0658206592141501,0.6444109999999998
COC1CCCCC(CC(C)N)CC1,8.5257,7.728117,0.093550442880263,0.7975830000000004
CCC1CC(C)(COC)CCCCS1,8.3254,7.3947444,0.111785091862287,0.9306555999999997
CCCCCCC(C)CCCC1CCC1,9.7484,9.805268,0.0058336021971494,0.0568679999999997
C#CC(CC)CNCCC(O)OCC,8.7257,7.93598,0.0905050777428002,0.78972
COC1CC(O)C1(C)CCCC=C(C)O,6.9819,7.2955036,0.0449166582639407,0.31360359999999954
CCCC1C=CCC(C(C)CC)CC(C)C1,7.8701,7.210419,0.0838211486500765,0.659681
C=C(CCC(CC)CO)C(C)CO,8.305,7.3577886,0.11405315318788,0.9472113999999996
CC1CCC2CC(CCCC1CCCCO)C2,9.7484,9.554421,0.0198985038708175,0.19397900000000057
O=C=NCC=CC=CC=CCNC1=CC(=O)C=C1,2.09,2.9362168,0.404888435984342,0.8462168000000001
CCCCCNCCC(CCO)C(C)C=O,6.6454,6.515317,0.019574899449875,0.13008300000000084
CC1CCCCC(C)CCC(C)CC1,9.2917,9.528654,0.0255016949009053,0.236953999999999
CCC12CCC3C(C)C(C1)OC(C)C2C3C,9.2781,8.874699,0.0434788761798196,0.40340100000000056
CCC(CCCC(C)(C)C=O)OC,6.1156,7.7282534,0.263695036392666,1.6126534000000001
C=CC(NO)NC(C)C1CC=NC1,6.2158,6.429243,0.0343387959343214,0.21344299999999983
CCCCC(CO)C(CCC)OC,9.7904,8.528496,0.128891997408255,1.2619039999999995
CCC1(C(O)C2CCCC2)CCC=C1C,8.6864,7.121686,0.180133774434692,1.5647140000000004
C=CCCC(CCC)CCCCC,9.5498,7.6158934,0.202507553671005,1.9339065999999994
CCC1CCCCCCC(C)SC1,6.8591,7.1421685,0.041269047233763,0.2830685000000006
CC(C)CNN1CC1CC(C)C(C)CO,9.9457,7.742227,0.221550310437261,2.2034730000000007
