SMILES,pred_gap
O=C1C=Cc2c3cc(nc21)C=CC=C3,2.24860344224531
C1=C=c2ccccc2=CC=CC=CC=CC=1,2.26861296265159
CCCON=CC1=CC=CC=C[CH]1,2.27051775942964
OOc1nc2c(ncc1=S)=CC=2,2.27663116626511
ON=CCC1=CC=C2C=CC=CC=CC=C21,2.29295799579121
O=C1C=C=C=c2cc3cccc-3ccc2=C1,2.29473588989336
C1=c2ccc3cccc-3nncsc2=C1,2.29990605257662
CNc1ccc2c(c3cnnc1-3)C=C=C2,2.30398775995814
O=C1C=Nc2ccc3c(c2=C1)=CC=C3,2.30616467056163
CC1=CC=NC2=CC=CN=CC=CC=C1C=CC2,2.3065143
NNNNC(C=NS)=CC=CN=S,2.31091750826993
C=CN=c1cccc2cccccc1-2,2.33364816693056
NC1C=CC=CC=NC2=NC=C2C=C=NN1,2.3493582
NNC[N]c1ccc2cccccc1-2,2.35215190706014
O=CSC1=CC=CC=CC(=O)C=N1,2.35895475269601
C1=CC=CN=NC=c2ccccc2=CC=C1,2.36058743564863
O=c1ncc2cc3cccccnc-3c-2n1,2.37337678544407
O=C1C=CC=CC=CC2=CC=CC2=S2C=CC=CC2=C1,2.3760024
N=C1C=CC=CC=CC=CNSCSC1,2.3779392
CSN1CC(C)(C)C=[SH]SC[SH]=CS1,2.39024784262104
O=c1c2cc(c3cccccc1-3)C=N2,2.39079207027191
COCC=NNNNCNNC1=CC=C1C1=CS1,2.39324109470083
N=C1C=C2C=NC3=NC=CC=CC=C3NC12N,2.39405743617713
CCOC1=NC=CC=CN2C=CC3=CC=CC31O2,2.3945293
O=C1C=C2C3=CC=C3C3=CSC3=CC=S2N1,2.39677857443148
CCC1=CC=CC=CC=c2ncccc2=CN=C1,2.39853816006
C1=CON=c2ccccc2=CC2=CC2=C1,2.39989872918717
N=NC1=C2C(C=S)=C=C=C2S1,2.40044295683804
N=C1C(=S)C(N)=C[C]SC2=CC=C12,2.40996694072826
O=C1C=C2C=NC3=CC=CC=CC3=C=NC2=C1,2.41105539603
O=C1NC=CC2=CC2=NN=NS1,2.42085149374567
C=CC(C=S)=NC(OCC)[SH]=S,2.42344572932411
CN1C=CC=NC=CC(O)=NC=C1,2.4236286
OC[SH]=CC1C=C(C=CC=S)C1,2.426663
O=Cc1sc2ccc3ccnc-3cnc1-2,2.42779955053107
CC1=C2C(=CC=O)CC2=C1,2.43052068878542
NC1=CC=CC=C2C=CS(=S)C2=N1,2.43514662381782
C=C1C=CC2=CC=C2C=CC=C1CSS,2.4435821524063
[CH]C=C1C=CC=CSC1=NC,2.44724653481286
CC1=CC=CC2=CC3=CC=CC=CS3=NOC=CC2=C1,2.45038499804218
COc1ccc2cccc(=O)oc1-2,2.45691572985262
C1=CC=C2C=CN=CSCSC=C2C=C1,2.46126955105957
O=S=NC1=C(C=S)CNN[SH]1S,2.46235800636132
COC1CN=CC=CC=CC=CC=CN1CC=O,2.4641979
O=c1ccc2ncc1=CC(O)=CC=2,2.46671182756827
CCC1=CC=CC=CC(C)=CC=CSC=NSC1,2.4705117
NC1=CC2=CC=CC=CC2=CC=C=c2c(=O)c2=CC=CC=C1,2.47255312057832
O=CC1=CC=CN=CC=C1CCN1CNN1,2.4729393
[C]#C[C]C=CCCC=CCC=C,2.47336946205462
CSC1CSSCC=CC(=S)S1=S,2.48575979534872
C1=CC=c2ccc3c(c2C=C1)CC=CC=3,2.48670303950094
NC1=CC=CC=CC(=O)C(=O)NNC1,2.4945843
CCC1C=CN=CCC(C)=CNN=NN=C1,2.498533
COCC1=C=C=CC2=CC=C2C(=N)C=C=N1,2.50030873077269
CN1C=CN=NC=C2C=CC=C2N=CN=C1,2.50208662487482
C=CC=CC(CSC[SH](C)S)SSSC=S,2.503447194002
CC1=C(C=O)C=NC=NC=CC=CC=C1,2.539707
O=CNC1=CC=CC=CC2=S1[SH]=[SH]2,2.54317581251551
NN=C=CC(=CN=S)c1ccnnc1,2.55596516231095
[S]N1CC1=C1NC=CC=NC1=S,2.56004686969248
COCC1=CN=CC=CC=CC=CC=CC2=CC2=C1C,2.5622022
CCCCC=[SH]c1cnccc1SO,2.567861
N[C]CC=C[SH]=c1cccccc1,2.57174776418619
CC1=CC=C2C=CC(S)=S2C1=S,2.57365256096423
O=C(S)C=CC1=CC(=S)N=C1,2.57555735774228
CC1=CC=c2ccccc2=NC=CC1=S,2.57691792686945
C=C1C=CC=C=C1SC(S)SSSS,2.58834670753772
C=CN1C=CC=CC=C2C=CC=CC=C2S1,2.59433321169729
CSCC(=S)C1=C=CC=C=C1SS,2.60195239880947
NNC1=CN=C2C=CC=CC=CC=C1C=C2,2.60304085411121
COCC1=C(CN=C=O)C=CC=CC2=C1[C]2,2.604127
CC1=CC2=CC=CC(=O)C=CC2=CC=C1,2.60440142323838
C=C(CCC=S)C1=C(CC=O)C(C)=N1,2.6075208
c1cccc2c3ccccc3c-2cc1,2.61120426887426
C=CC1=[SH]C(C=C)S1=O,2.6116168
C=C1C=CN=NC=CC2=CC3=CC2=NCCC=C1CCCC3O,2.6183915
CCNCc1c2cccccccccc3c-2c1-3,2.6214726
O=C1C=CC=C2C=C=C=CC=C2NCC2N=C12,2.62263304954253
C=C(C=O)SC(C=S)=C(O)OO,2.6236491
CCOC1=C(C)SSC[SH]=CCSC(C)SS1,2.6259856
O=C1C=CC2=C=C3C=CN=C3C=C12,2.62644264309862
C=C1C=C2C=C(O)C=CC1=CN=CC(=O)OCON2,2.6275904
[C]1=CC=CC=CC2=CC2=CC=CCNC1,2.62807532605123
CCC1CCC=CC2=C(C=C2)N1C,2.629452
Cn1cnccc2ccssc=2c1=S,2.6324462
CCC1=CC=NN=NN=NN=CN=C1CC,2.6400027
O=C1[C]2[C]C(=S)C=C21,2.64059256202124
CCOC1NC1=CC=CN=[SH]S,2.6413627
C1=CC=CSC2=CC=CC2=CN=CC=C1,2.64276947262472
C=C=Cc1cc2c(cc3cccc1-3)C=C2,2.6449463832282
CCNNC1=CC=CSC=C=C1CC=S,2.6449463832282
CC(C)C1=CN=CC=C[SH]1C(S)N=N,2.64549061087907
NCC1C=C2C=CC3=C2CCN=CC(=O)C31,2.65011654591146
COc1cccc2c1=CC(=N)N=2,2.6566472777219
C1=CC=CC2=NC=NC=CC=CC=12,2.6621099
O=C1C=CC2=CC=CC=C3C(=C23)O1,2.66617126161213
O=NC=CC1=CC1=C1OC1=O,2.6713414242954
C=C1C=c2ccccc2=CC=CNC1,2.67651158697866
COC1=CN=CCCC2=CC=CC2=NC=CC=C1,2.6825118
CN1NC(=S)C=C=CC1=S,2.6842358
C=C(C=CC(CS)N=O)S(=O)CC,2.6863873
NOc1cccc2cc3ccccc3c-2c1,2.68657979851976
O=C1SC(O)N=CC=CC=CC=CC=C1F,2.68739613999606
C=C1C=CC=C(C(C)=N)C=CC=CS1,2.6947432132828
CCC1=C(C(N=N)N=N)CC=[SH]S1,2.70209028656955
S=CC1=CC=CC=CC=C1N=N[SH]=S,2.70317874187129
NC1=CC=CC=C=CCN(CN=O)C=C1,2.70671622160194
NC1=NS[N+]([O-])=C(O)S1,2.7113225
C=C1C=CC2=CC=C1SC=CC2SCCSC,2.71215849811065
[CH]CCC(=C=S)C=CC=[SH]O,2.71324695341239
C=C[C]CC=CN=CCC=CN=O,2.71487963636499
CN1SSC2C(=O)N=C2CC2=[SH]CC21,2.7164483
C=C=CCC1=CC=C(N=NN=O)C1,2.72331516495348
CCCSCC(=S)C=CSC,2.7241867
N=[SH]12C=C1C=CC=CC2=S,2.73637662857436
COC1=CC=CC=C(ONCC=O)C2COCN12,2.74127467743219
NNC1=c2c(N)ccncc3c(nc2NN1)=C3NON,2.75406402722764
C=C1C=CSC2=CN=CC2=CC=[SH]N1,2.75678516548198
CCCCCCNC1=CC=CC1=S,2.7643917
SSC1=CC=c2[nH]ccc2=N[CH]1,2.76630914937221
O=CC=CC1=CC(C=O)=CNN=C1,2.775561019437
C1=CC=CC=C2C=CC=C2C=NC=CC=C1,2.77719370238961
CC1=CC2=CC=C(S)C=CC2=C=[SH]1,2.77882638534222
NC1=CC2=C=C1NCC2N,2.7821352
COC1=CC(=S)C=C2C=NC=CC(=C2)O1,2.7851937
CCC1(N=O)SNC=CC=C2C=CC=CC=C21,2.7857912
OCCC1=CN=CC=NC=CC=CC=C1O,2.7899938
[CH]C1SC=CC2=CC2=CN=CC=C1C,2.7908666
CC1=CC=CN=C2N=NC=C2C=CC=CN=C1,2.79542532869376
CC1=CC=CC2=C3C=C3SC(NN)N=NNC2=C1,2.79950703607528
CCN1C=C=CC=CC=C(CS)C=CSN[SH]1CS,2.8074815
C1=CC=NC=CC=c2ncccc2=CC=C1,2.80903101996551
S=CC1=NNNSC2=CC=CSC2=CC=CS1,2.81746654855399
[S]NCC1SC2=CC2=CC=CC1=S,2.82100402828465
N=S1OCN=C2C=NC=CN=NC=CC=C21,2.8281975
CCN1C=NC=CC=C2C3=C(NNC)C(=C21)C=C3,2.8296955
O=CC1C=CN=c2ccccc2=NN=C1,2.83188858130205
O=NN=[SH]Nn1c2cccc-2cccc1=O,2.8463106140501
CCCCCSC(=S)C=CN=CC=O,2.84685484170097
Cc1cc2cc3cccc-3ccccc1-2,2.85229711820967
CN1CC=CC=CC=CC2=CC=C21,2.8561933
N#CC1[SH]=CC1=NC=CC=O,2.8571951670675
C1=CCC2=CC=C3C=CC=C3C=CC2=C1,2.86209321592533
C=C(O)C1=CC=C2C=CC=CC=CSC=S21,2.86236532975076
C=C(CC=NCC)CCC(=O)[SH]=C(C)C,2.8721576
CC1=CC=CC=C2C=CC=C(C=O)C=C12,2.87461045189534
CNCC1=CN=c2ncccc2=CSC=CC=C1,2.88005272840404
O=C[C]CCC=CC1C=C=CC1,2.88059695605491
O=c1c2cccc-2ccccnc1=S,2.88086906988035
C=C(CNNNC)C1C=c2ccccc2=CN=C=NNN1O,2.89039305377057
O=C1C=CN2C=CC=CC2=CN=CC=CS1,2.8923972
CC1CCC(S)=[SH]C=C1[SH](C)CS,2.8925266
CC=C(O)C1=CC=CC(=S)SS1,2.89637955793014
ONN1CSC=C=C(C=S)N=N1,2.89855646853362
S=C1[C]=C2C=CC=C2CS1,2.90018915148623
CC1=C(C2=CN=CC=NC=C2)C(=O)N=C1,2.90481508651862
Cc1csc(=S)c2ccccccsc12,2.90671988329667
CSCCCC=[SH]C1CC1=O,2.9186966
CC12C=CC=C3N=C3N=C1C=CCC2,2.91923711926668
[N]=NC1=CC2SC=NC(=C1O)C2=N,2.92413516812451
S=C1C=CSC(=S)C1SSSSSS,2.92495150960081
NC1=C(C=O)N2C=CC=CC2=CC=N1,2.92603996490255
OCC(O)CCC[SH]=c1sc1=S,2.9278574
CC=CC1=CC(=CC=CCCO)C=CC=C1N,2.92984955845864
CC=CC=NC1CSC(=N)C1=O,2.9412968
O=C1C=C=[SH]C2=CC=CS2=N1,2.95025809536627
C.COC1=CC=NC1=C=C=S,2.951333
Nc1ccc2cccc3c(c1-2)=CC=3,2.95379557509692
COC1=c2ncccc2=CCN1CCCO,2.9550032
C=CC1C=CC2=CC=CC1=C1C=C1CC(C)C2=C,2.9562593
COC1=Nc2cccc(N)c2C=CC=C1,2.9573443
O=NCC=CCOC1=CC(=S)C=C1,2.95896573778019
CC1(C)C=C(C=S)C(S)=CS1,2.9620804
O=C1C=c2ccsc2=CC=CSC=CS1,2.96876183549585
CSc1cccsc(=S)ccs1,2.9705122
C=CC1=CC=CC1=CC=C=CC=S,2.97202720140107
COC1=CN=CCC1=C1CNNC=N1,2.9721465
C=CC=[SH]C1SCCOC1(C)CC=O,2.9739423
CC=CC1=C(C)S[SH]=C=CC(=S)S1,2.97746947790977
CC1C(=S)OC=[SH]C1CO,2.9811609
COSCN1C=CC(=S)SC1,2.983538
NC1=C2C=CC=CC=CN=[SH]C(=C1)SN2,2.98536077884738
NCC1=NC(F)=CC=NNCC=CC1,2.9859884
CC1=C2SC=CN=C2C=CC=C1,2.9929335
CNC1=CCCNC=CC=CC=C1N,2.9951007
CC1=C2N=CN=C2C=CN(C=O)CC1C,3.00223183602436
CC=CC(C)CC(=S)CC[SH]=NNC,3.00332029132609
CC1=C2C=C3C=CC(C)(C=CC=C3C=CCO1)C2,3.0038176
CSC1=CC=CC=CC=C1[C]SCC=O,3.00985102313654
CCCC(=N)CNC=CC=NNN=N,3.0135376
O=C1C=CC=CC=CC=NC=C(O)C(=O)C=C1,3.01366061669262
CN(O)N=C1C=CC=C2C=CC=CN=NC=C2C1,3.0142048443435
COCC1=CC=C=CC=CC=CSNS1,3.0147502
CCCC1=CC=NN=CCC=CC=C1CC,3.0148146
CCC1C=CC=C2C=CC=C2C=CC=C1C1=CC1,3.01638175494697
CC(C)=[SH]C1=CC=CN=NSC=[SH]1,3.01855866555046
CC1=CC2=CC=CC=Cc3coc(=O)cc3C2=C1,3.0197868
O=Cc1cc2cccc(=O)ccc-2c1,3.03053167386959
CCN1C=CC2=NC=CC=CSC21CC,3.0340064
OC1=CNC(N=NC=S)C1,3.035426
O=C(O)C=CCC(O)=[SH]NS,3.0360248
C=CCC=CC=CC=C1C=C1SC,3.0444553
C=C1C=CSCC2=CC2=CC=CC=CS1,3.04604216191939
[CH]CC=CCN1C=CC=CS1,3.0464633
C=C(C=[SH]C)c1cscccccnss1,3.0493038
O=C1C=C2C=C3C=CC=C3C=CC=C12,3.05094021077722
CC1=CC(c2[nH]nc3c2C=CC=CC=C3)=C1,3.05148443842809
CCC1=CN=CC2=C3C(=C13)C(C)=CC(=O)O2,3.05338923520613
C1=CN=CC=NC=CNCC2(C=C1)c1cccn12,3.0549443
O=CCNNCc1ccc2c3c1ncc2=CC3,3.05883151171483
[C][C]1C=CN=C1CCCC=S,3.0694439509068
CC1=NN2N=CC=CC=CC=NC2=COC1=O,3.07597468271724
NCC(O)C1N=NC=NN=C2C=C1CCC2,3.087378
O=C1C=C=[SH]C2=CSCN=CC2=CC=C1,3.08740346338551
NNN[C]1C(=S)C=CC=CC1=S,3.09284573989421
C=C1C(C)C1C=[SH]C=[SH]CC=N,3.09311785371964
O=C1C=C=[SH]c2cc3cccc-3ccc2C=C1,3.09475053667226
CNCC1=CC=C(C)C1=CCCS,3.0950325
NOC1C=NC2=CC=CC2=CC=CN=N1,3.09583899197399
CONC1=C=C2C3=NC=CC=CC1=NC23,3.09719956110117
CON=C1C=C(CSSSCS)S1,3.097248
CN(C)CCN(O)NC=NNC=CN=O,3.1042185
CC1=CC2=CC=CC=CC=C=C=C2C=NS1,3.10427452056248
CCCC1C(=S)C=CN=CC=C=CN1CCC,3.105397
C=C1C=CC(C2(C)CC2CC)=CC=C2CC=C12,3.1065814
CCC1=C(C#N)SCC2=CC=CC2=CC=CC=C1,3.1068704
O=C1C=CC=CC2=CN=CC2=CC2=CC=CC=CC2=CC=C1,3.1093406
C=CN1C=CC(=C)[SH]=CC1,3.1123157
NNSC1=C2C=CC=NC(CNN=C1)C2,3.1219068
C=C1C=C(NC=C=CNNC(=C)COOC)CC(C)C1,3.125084
N=C1C=CC(=S)SNSSNC=CS1,3.13094167545511
Cn1ccc2ccccsc=2cnsnn1,3.13611183813838
C[C]1C(=O)C12C=CC=CN=NC2,3.137349
CCC1=CC=C2CC(=O)C1=CN(C)O2,3.1422622
NC12C=CC=CC=CC1=CC=CC2=O,3.14699639115577
C=C1C=CC=CC=CC=CSC[SH]=[SH]1,3.14944541558469
CC1=CC=NC2=CC2=CSC=C1,3.14971752941013
CN(C)CC(C=O)CSCCP=O,3.1523482
C=C1C=CC=CC=CCCSC=[SH]1,3.158135
COc1cccc2c3nc(N)cccc-3c-2c1,3.159914
CCC1C=CC=C2C(C)=CN=C(C(C)=O)C21C,3.16305110685644
NSCC=CS1=CC=CC=C1SCC#[SH],3.1632362
O=CC[C]Nc1ccc2cccccc1-2,3.1716744
C=CCSC1=CC=CC=C(C=C)C1=C,3.172168
NNSSC1[SH]=S=CC=CC1=S,3.17420777369928
O=C1C=CC=CC1OSCCOO,3.1761754
C=CC(=C)SC1=CC=C(C)[SH]1S,3.17801736725537
OC1=S2C=CC=NC2=NN=C1,3.1793714
C1=CC=Cc2cccnc2C=CC=CN=CSC=C1,3.18318752993863
NN1CCC=c2ccccc2=CC=CN1,3.18536444054211
CSCC1=NN=CCCN=C1C,3.1969795
ONC1C=C2N=CC=CC=C2C=CC=CSS1,3.19760956268668
CCN1C=NC=C2C=CN=C2S1,3.19951435946473
NOC(N)CC1=NN(C=S)C=[SH]1,3.20223549771908
N#CC1=CC=CN=C([SH]=C=CS)C1,3.20468452214799
C=C1C=NC=CC(SCC=NS)=C(C)CN1,3.2061403
NC1=CC=CC2=C(SC1)SSC=C=C2,3.2063172051006
C[C]1N(C)CN1CC=C1C=N[N]CCN=N1,3.2083564
CCC(=O)C1=CC=C1CN(O)CCC=CNNC=NO,3.21148736778387
[CH]C1C=CC=CC=NCNC(O)C=C1,3.21230370926017
CSC1=CC2=CC=CC2=CC=CC=CC=CS1,3.21230370926018
CCC(C)(C=O)C1=CN=CC(N)=CC=C1,3.2177906
C=C1C=CC=CSSC=CC=C1,3.2192678
O=c1cccc([SH](=O)=S)cn1,3.2203982
CN=C=C=CC=CC(=O)C=N,3.22373248992845
CCCCCC=CC(=S)CCOS,3.2384288
S=C1C=CSC2=C=CC(S)=S12,3.24005931945454
CC=C1C=CC(CC)=C(CS)C=C1,3.2438074
COCC(NN=NNNCN=O)C(C)OCO,3.2465294
CC1=CC2=CC=CC=C=CC2=CC=C1,3.24686216509042
SN1C=CC2=CC=NC2=CC=CC=CN=C1,3.25257655542456
CNSC1C=CC2=CC=CC2=CC=CC=N1,3.25312078307543
O=C1C=C2C=CC=CC=CN=CC=C12,3.2552976936789
C=C[SH]1CCC=CC1SCO,3.2560635
CCOC1N=NC1=C1C=CS1,3.2572746
C=C1C=CC(COC(=O)NOO)=CN=C1,3.2613337
CCC1=NC=C1C1C=CC=CC2=CCN2C1,3.2669864
S=C1C=CC=C=[SH]c2ccccc2SS1,3.26699858817261
CCN=CC1=CC=C2C3=CC=CC=CC3=C12,3.26781492964892
CCCCC1=CC=CC=C(C(C)=C=O)C1,3.2692072
CCCC1=NN2C=CC=CC2=C(N)C=C1,3.2770674
COC(N)=COC=CC=CC1=C(N)C=CSC=C1,3.27733891353914
N=CCC=C1CCCCCCCCC1=S,3.2799494
CCC(=CC[SH](C)SS)CCCCCS,3.2834888
N=C1C=C2C=CN=CN2C=Cc2scnc21,3.28604655595306
CCCCCC=CC(N)=CC[SH]=CC=CC=O,3.2870872
CCC1=C(CS)C2=CC=C=C2CCCC=CC=C1,3.2873359
C=CON=c1ccc2nnc-2c2c(C)cccc2cc1,3.29067249098546
C#CSOC[SH]=C(C)C=C(OC)OCC,3.2906728
C1=CC=CC2=CC=CC=CC=C2C=CCC=NC=C1,3.29176094628719
COC1=C(CNC2CCC(=N)N2)C2=CC=C2C1,3.2975125
CCCOC1=NC[C]C(OC)=C1,3.2988505
COC1=C2C=CC=C=C=CC=CN=C2C=C1,3.3006972
CCCC1=CN=CC=C(N)C1C,3.3029635
O=C1CC12C=CC=NN2c1cccs1,3.30835988963873
CCCC1=C=C2C=C1N=C2CC,3.3097715
NNCC1CNCC2=CC2=CN1,3.3112633
C1=CC=NC(Nc2ccccc2)=CC=C1,3.3151238
CSC1=CC=CC1=C=CSC=[SH]S,3.3189723288307
CC=CC=C1C=CN2C(CC)C(N)C(C)C2N1C,3.3200395
C=NCNNS(CC#[SH])=C(C)CCCC,3.3223958
NN1NN=CCC=C2C=C2C=CC=NNN1O,3.32931265419722
COC1=C2C=CC1=CC(CCCN)=CCC2,3.3338633
NC1=CSC(=S)C(C=CCC=S)=CC1,3.33448281688049
O=c1cncncccc2ccc-2cnc1,3.34373468694528
[SH]#SC1=C2C=CC=C2C=CC=CS1,3.34890484962855
C=C(CCC)NC1=C(C(C)=S)C=C=C=C1,3.35026541875572
O=C1C=CC=CC=C2C=CN=CC=C12,3.35271444318464
CN=CSN1N=C=[SH]C=CC=CS1,3.3547297
CC1=C(N)CN=C2C=NON=CC=C21,3.36087785794768
N=C1CCC1=C1C=CCC=C1,3.3631127
C[N][N]C1=CC=C(N=CNNNN=NNC)C=CC=C1,3.36468745150378
C=C1CCC(C)C2OC=CCC(O)[SH]2CSC1,3.3653321
CCN1CC2=CC=CNOC2=CC=CC=N1,3.36985761418704
O=C=C=C1CC12CC=CCC=N2,3.3706526
CC12C(=S)N=CN=CC1=CSC2=S,3.37121818331422
C=C(OCC)C1=CC=CC2=CC(=CCCC2)C=C1,3.372799
O=CC1=CC=C2C=CC=CC=CC=S12,3.37666045982291
N=c1ssc2c1=NNc1ccccc1N=2,3.38237485015705
C=NCCC1=C(C)CC(=S)C1CC,3.3838997
OC1=CC2=C(C=CCN2)N=C2C=C2C1,3.39380363082532
NCCCCOC1=C2C=C(N=N2)SC=C1,3.39461997230162
C=C1C=CC=NC=C(CO)CNCCC1C,3.3978243
C=C1C=CC=C(C(=C)CC(=CNO)CNO)N1,3.4003224
c1cc2c[nH][nH]c-2ccc2c3cc-3cc2c1,3.40468818384272
CCCC1N=CC2=CC2=C1SC,3.4051242
C=CN(N)NOCC(C=O)C1=NCC=C1,3.4056778
[N]=CC=[SH]c1ncccn1,3.4068650944462
CC1C2=CC=CNN=C=C(CN)C=C21,3.4147391
CC=C(C)CC(C)C1=CC=C1CCC(CC)NC,3.4153576
S=C1C=C=CC=CC=NC=CS1,3.41829387511447
CCC(CNN)CSN=NC1=C2C(N)=CC=C2CN=C1,3.41969
NCc1ccc2cccc3cccc(F)c3c1-2,3.42101501336882
CC1=CC=NC2=CNCNC2=CCC=C1,3.42291981014687
NNn1cnccncc(=S)cn1,3.42291981014687
COCC1CC(C)=[SH]CC1COCOO,3.4270954
CCCCOOC1(C)CC(CCOC)=[SH]1,3.4291756
O=C1CNNC2=CC=CC=C3C=C2C=CC=C3O1,3.43380436316427
O=C1N=CN=C2C=CC=CC=C2c2ncccc21,3.434892818466
COCC=CC1=S(C)CC1CSS,3.435858
O=C1N=C=C=c2ncccoc([nH]2)=N1,3.43897452584753
N=C1CSCS[CH]C=NC=CNN1,3.4397
CCCC1=C(S)c2cc(cs2)SC=CC=C1,3.44115143645101
O=Cc1cnn2c3c(cccccc12)C=CC=3,3.4449610300071
CC1SCC=CC(S)=CC=CC=C1CS,3.4513288
C[C]=CC(N)OC=NNCC,3.4564755
C=CCCC1=NNN=CC(=O)CCC1=C,3.4596434
CCCNCC=C1C=c2ccccc2=CC1C,3.46175
CCCOCC1=CC=CC=CC(=NCO)N=CN(O)O1,3.4621754
O=C1N=S2C=CC2=CC=CN=NN=NS1,3.46618590839103
CC1=C(C)SC2=CNC2=CC=CC=CC=C1,3.47081184342343
NNN=C=C=CS[C]Cc1c[c]ccc1NC=O,3.47190029872517
CCN(NO)C1CC=CC=[SH]CC1C,3.4728694
CC(O)c1cc2nnoccccccc1=2,3.4749725
[NH]CN(CCC=O)CCSC=N,3.4759126
C#CC1C(=O)C=C2C(=C)CCC1N2N,3.4780655
C=CSC[SH]1SC2=CCC1CC=C2,3.47951948583734
N#CCSC1C=CC=C2C=CC2=N1,3.4824796
C=C1CCCCNC=CC=CC=CC=C1CCC,3.499947
CCOCCC[SH](=O)=CCCCCS,3.5008032
CC1=CC=CC2=CSC2=CC=CC=NS1,3.50101647804671
C=CC1=C=C2C=C(N)CCNSC2=CC=NS1,3.50183281952301
[C]=CCC(=O)OCCCC,3.504307
O=COC1[SH]=CC=C2C=CC=C21,3.50673086838084
S=CC1C=CC=C2C=CC=C2SC1=S,3.50727509603172
O=C1C=CC=CC2=S3C=C3C1=C2,3.50972412046063
O=CC1=CC2=C(CN=CC=C1)SC2,3.50972412046063
N=c1ccccc2c(cc3cc1-3)=CC=2,3.51081257576237
CCSN=NC=CC(CN(C)C)NOC,3.514356
CSSC(=O)C1=[SH]C1(C)CS,3.5152311
[C]=CCCNCCC1C=NCC1,3.5202188
CC1CC=C2C=CC=C2C=CC=COC1,3.5210202
CC1CC=CC=CC=C1CCNSCS,3.5224648
CC1=C(N)C(CN)=CC=C=C1,3.5247638
CCCC(=CO)C1=C(O)C=CC=CC=C1,3.526573
CC1C=c2cccc(c2=COO)C1,3.5285163
CC1CN=NC2=CC=C3C=CC(=C31)C(=O)NCCC2,3.52904420206651
COC1=C(C)CCC2=CC=CC2=C1,3.52931631589195
NNC1=CC=CC=NCC1C1CCC1,3.5299044
O=CC1=C=C=C(C2=CC=NOC2)C=C1,3.53013265736826
N=C1C=C2C=CC=CSC=C2S1,3.53094899884456
O=C1CS[SH]=CCC2CONC=C2CS1,3.54373834864
OCC=NC1=CC=CC(O)=C(O)C=C1,3.54754794219609
CC=CNC1=C[SH]=C(N)C=CN=N1,3.5475479421961
SCC=NN1C=CSC2=C1CCCNSC2,3.5491266
COC1=CC=CC2=C(SC=NC2)SC1=NN,3.55326233253023
S=C1CC=C2C=CC=CC=CC2=CS1,3.55489501548284
O=C[C]1C=CC(=S)SC=CN=C1,3.55516712930827
COCCC1C=CC=CC=COC=CNC1,3.5582745
CCCCC1C=CC1=CC=CNC,3.5609424
CSC1C(=O)SCOCC1C(C)=CC=S,3.561932
C1=CC2=CC=C3C=C3CC=CC2=C1,3.56360265789676
N=c1c(=S)sccc2ccccc12,3.56550745467481
C=C=C(CSCCCS)SC=S,3.565859
CC1CC=C1C=C=NC1=[SH]CC1,3.56659590997655
C=CC(=CCC=CC=CC)CC=S,3.57231030031068
Sc1ccssc2ccccccc-2cnc1,3.57339875561242
Oc1ncc2c(cccnc[nH]o1)C=C2,3.5742582
