tsne1,tsne2,gap,SMILES,SMILES_HA,gap_group
43.01649,-5.1794977,4.074,CC(=O)C=NNc1ccc(C(=O)O)cc1,15,0.0
-39.236317,-34.001003,10.036,CCCCCC(CCC(C)C)C(C)C,14,3.0
40.467445,-2.6154983,5.342,COc1ccc(OC)c(C(C)(O)CC(=O)O)c1,17,1.0
46.796497,-20.386051,4.433,[NH]C1=NC(CC2(O)CCCCC2)=C[CH]N1,15,1.0
26.36383,20.72948,4.49,N=C(O)c1cncc(N2CCOCC2)c1,15,1.0
8.748814,37.8779,4.999,C=C(c1ccccc1)c1ccc(CC)cc1,16,1.0
18.040697,-13.200955,3.736,O=C(O)C=CC(O)=NCc1cccs1,14,0.0
-30.156267,5.0402946,3.812,[CH]CCCCCCC(=O)O,10,0.0
47.72003,-1.0981627,4.626,Cc1cccc(C)c1NC(=N)N[N+](=O)[O-],15,1.0
47.04364,11.92007,4.166,COc1ccc(-c2ccc(C(=O)O)s2)cn1,16,0.0
7.7397676,-40.645134,6.697,CCN(CC)C(=O)COCCOCC(=O)O,16,2.0
5.612833,7.4871125,5.225,CC(O)=Nc1ccc(OC(C)(C)C)cc1,15,1.0
-23.004902,-10.120647,6.125,CCCC(O)=NCCN(C)C,11,2.0
39.25118,-24.211388,6.642,N=C(O)NOC(=O)C12CC3CC(CC(C3)C1)C2,17,2.0
-53.185627,24.944422,8.915,NOCCCCO,7,3.0
9.916048,-12.818037,2.846,CCC1=NC=C2C=CC(CC)=C21,12,0.0
50.369595,-17.657084,4.389,COC=C(C)[C](O)N=C(O)[N]c1ccccc1,17,1.0
43.691822,-8.347279,3.029,[CH]1CC2C=CC=C3C2=C([N]1)c1ccccc13,16,0.0
27.494226,33.25201,3.834,COc1ccccc1C=NNc1nccs1,16,0.0
38.66022,-18.27294,3.494,CON=C(C(=O)O)c1csc(=N)[nH]1,13,0.0
13.539136,-11.491007,5.21098,CCCCN1C(=O)CCCc2cc(N)ccc21,17,1.0
3.9068534,-36.54808,5.05,CCN(CC)CCN(C(C)=O)C(C)=O,14,1.0
-16.459963,-27.45319,7.755,CC1(C)OC2(C)CC1CCC2O,12,3.0
42.55767,-9.477419,3.197,CN1N[N]N=C1[N][N]C1=N[N]NN1C,14,0.0
41.56493,7.968406,3.766,NC1=C(c2ccccc2)CC(=O)c2ccccc21,18,0.0
22.357977,12.406781,4.74,CC(O)=NCc1cccc2ccccc12,15,1.0
46.034424,-16.721827,3.146,[CH]1[CH]N2C=CNC2=CC2=CC=NC12,13,0.0
-18.435707,9.292549,5.339,CC(=O)C1=CCCCC1,9,1.0
23.109638,-12.993238,5.349758,N#CCCN(C(=O)C(=O)O)c1ccccc1,16,1.0
-36.564117,11.873048,4.204,CC(=S)SCC(=O)O,8,0.0
25.518713,20.514204,2.985,Cc1ccc(C=C2SC(=S)N=C2O)cc1,15,0.0
12.764471,-11.383877,4.92,[CH]1[CH]CCCC[CH][CH]C=C1,10,1.0
8.102143,-37.196087,6.346,CC(N)C(O)=NC(C)C(=O)O,11,2.0
-38.50121,-32.776222,10.066,CCCCCCC(CC)C(C)CCC,14,3.0
-61.268486,20.541908,7.957,NCCCCNCCCO,10,3.0
-10.864452,26.75116,6.757,c1nncn1N1CCOCC1,11,2.0
-40.854015,4.0674872,9.785,CCCCC1CC2CCC1C2,11,3.0
27.269665,36.531086,4.133,CNc1ccc2c(c1)c1ccccc1n2C,16,0.0
-61.707176,21.034643,7.048,C=CCC(C)CN,7,2.0
8.092403,38.939724,4.261,O=C(c1ccccc1O)c1ccccc1O,16,0.0
-61.651814,30.0853,8.044,COCCOC(=N)O,8,3.0
-1.8386742,6.666824,3.649,CC=CC=CC=Cc1ccccc1,13,0.0
2.8690689,-28.223675,5.214,COC(=O)CCCN(CCCCO)N=O,15,1.0
-20.872318,-18.257616,5.706,C=C(C)C(=O)OCC(C)O,10,1.0
-28.112288,4.495787,8.612,CC12CCCC1CCCCC2O,12,3.0
-59.906544,18.013672,8.183,CCNC(C)(C)CO,8,3.0
-16.940449,4.0586996,6.519848,CCCCNC1=NC(CC)CS1,12,2.0
-5.6838045,38.16749,5.603,CC(C)SCc1ccccc1,11,1.0
9.549247,-13.560204,4.857,N#CC1=C(C#N)C2C=CC1CCC2,13,1.0
59.645508,-4.628795,3.894,CC(=O)c1cc2ccc([N+](=O)[O-])cc2oc1=O,17,0.0
6.924048,10.182976,4.876,Cc1sc(N)c(C(N)=O)c1C,11,1.0
58.772232,-2.6920726,3.483,COc1ccc(-c2ncc([N+](=O)[O-])cn2)cc1,17,0.0
6.867653,41.455982,3.195,c1nc2cc3cooc3cc2n1,12,0.0
-7.8257413,-13.018217,6.185,CC1N=C(O)NC1CCCCCC(=O)O,15,2.0
27.425293,15.447203,4.195996,O=C(O)c1ccc(NCC2CCOCC2)nc1,17,0.0
-52.43252,30.051632,8.373,CC1OCCC1N,7,3.0
-52.323105,26.16287,9.244,COCCCC1CO1,8,3.0
-39.340347,26.353035,6.778,CCCCC1CCSC1,9,2.0
-3.2588587,43.004326,5.725,CCc1ccccc1C#N,10,2.0
41.37237,-22.402838,2.947,CC1=NC2=C(C)C(C(C)C)N=NC2=NC1=O,16,0.0
-58.503414,5.9086013,8.226,CCC(CO)NCCCCCO,12,3.0
-13.547537,-34.982857,7.957,CC1CCCN(CC2CCCCN2)C1,14,3.0
29.554834,1.2587208,4.936,CC(O)=NCCSc1ncnc2[nH]cnc12,16,1.0
4.481658,-42.41624,5.255,CC(C)=C(C(=O)O)C(=O)O,10,1.0
-16.197517,-29.945026,3.889,[CH]CCC(C)CC(=O)OC,10,0.0
55.609634,-6.1588397,3.731,O=C(O)c1cccc2c(=O)c3ccccc3[nH]c12,18,0.0
7.437931,-26.754496,5.921,CC(C)=CCCC(C)=CC1N(C)CCCN1C,17,2.0
9.555246,10.430497,3.255,OC1=COC2C=CC=CC2=C1,11,0.0
1.3560597,-37.76604,6.416,CCCCOC(=O)C1CCCC(C)N1,14,2.0
50.22705,3.1256363,3.404,Nc1ccc2c(c1)CCc1cc([N+](=O)[O-])ccc1-2,18,0.0
4.807708,16.485422,5.146,COc1ccc(C(=O)OO)cc1,12,1.0
4.923638,-13.594785,5.176,CC(C)=CCc1cc(C(=O)O)ccc1O,15,1.0
-21.334488,-37.94066,9.432,CCC(C)CCC1C(C)CCCC1(C)C,15,3.0
-8.696453,-38.655376,8.082,CC(C)C1CC(C(C)C)C(N)CC1N,14,3.0
42.84284,-21.592072,2.746,COC1=CC=C(N)[C]([C]2C=CC(=O)C=C2)N1,16,0.0
0.92373747,24.568747,5.225,O=C(O)Cn1ccc(O)nc1=O,12,1.0
30.767582,14.072087,4.381,CC(O)=Nc1ccc2c3c(cccc13)CC2,16,0.0
2.538675,7.1138372,5.241,C=CCN1CCN(c2ccccc2OC)CC1,17,1.0
26.891031,32.24494,2.857,C[C]1c2ccccc2N(C)[CH]N1C,13,0.0
37.251957,25.104807,5.97562,Cc1[nH]ncc1CNCc1cccc(F)c1,16,2.0
46.32497,9.766323,3.206,O=C1Nc2ccc3c4c(ccc1c24)C(O)=NC3=O,18,0.0
19.73723,-13.880905,5.284,CCCCN=C1NC(=N)NC2=NC=NC21,15,1.0
-18.516165,-26.836966,4.261,CCCCC=CC=CC=C(C)C,12,0.0
-3.98289,36.12346,5.725,CNCC1Cc2ccccc2O1,12,2.0
36.17431,-22.537775,5.874938,Cc1cc(C(=O)NC(C2CC2)C2CC2)c(C)o1,17,2.0
-18.335184,13.562004,4.234,CN(C)C(=S)CC=O,8,0.0
22.577793,-30.000397,7.641,CC1CCN(P(=O)(N(C)C)N(C)C)CC1,15,3.0
-57.653038,34.326378,6.514,[O][S](O)CO,5,2.0
54.388565,-15.279902,4.177,O=[N+]([O-])c1ccc(OCC(O)=NC2CC2)cc1,17,0.0
29.350075,1.1065454,4.286,C1=NC2(CCCC2)Cc2c1ccc1ccccc21,18,0.0
-44.30268,5.380792,8.495,CCCC1CCCCC1(N)O,11,3.0
-38.750412,-17.114868,7.938,COCOC1(C)CCN(O)C1,11,3.0
-21.683794,-30.159733,7.769,CCCCC1CCCN2CCCOC12,14,3.0
5.9286046,-29.71344,7.878,CN1CCC(NN2CCN(C)CC2)CC1,15,3.0
-26.64866,-7.762982,4.857,C=C(C)CCO[N][O],8,1.0
33.39383,17.930548,2.882,O=C1[N]c2ccccc2[N]C12CCCCC2,16,0.0
22.104279,-11.902235,3.189,NC1=CC=CC2[CH][C]3C=CC12C3,12,0.0
43.53537,-13.26758,3.118,CC1=CC(=O)c2c([nH]c3ccccc23)C1=O,16,0.0
-1.1071928,-7.1289845,4.751108,CC(=O)CON=Cc1ccc(F)cc1,14,1.0
20.62668,11.672575,4.933,Cc1cc(C)nc([N][N]O)c1,11,1.0
-50.30732,31.264967,7.306,CCN1CCCC1=O,8,2.0
-14.57864,-27.84094,6.735,CCC1=COC(CC)(CO)CC1,12,2.0
-8.641357,-34.387913,3.731,C=CC=CC=CC=CCCCCCCCCC,17,0.0
-11.646828,-31.080763,6.792,CC1=CCC(C(C)C)=CC1,10,2.0
-59.926624,4.665609,9.018,CCOCC(O)OC(C)OC,11,3.0
-8.501842,43.51747,6.895,OCCCn1ccnc1,9,2.0
-22.406422,-21.013277,8.18,COC(OC)C(O)C(C)(C)N,11,3.0
-21.757364,-37.661407,7.148,C=CC1(O)CCCCCCCCCCC1,15,2.0
-42.607536,29.264715,8.789,CC1CC12OC2C,7,3.0
-51.334717,26.1168,8.798,CCC1CCCO1,7,3.0
32.497288,30.070768,4.248,Nc1ccc2c(c1)oc(=O)c1ccccc12,16,0.0
31.613945,34.50049,3.793267,COc1ccccc1-c1cnc(C=O)s1,15,0.0
-38.861282,30.51764,6.808,CNSC,4,2.0
9.340505,-29.383715,7.304,NCC1(CC(=O)O)CCC2CCCCC21,15,2.0
-11.604544,-14.855781,7.244,CCC1(CO)COC(C)=N1,10,2.0
-62.281403,18.152124,8.104,COCC(CCO)CCO,10,3.0
-12.712852,8.875413,5.995,COC(=O)C1=CCCCC1,10,2.0
-51.645493,27.152424,7.973,NCCCN1CCOCC1,10,3.0
27.323765,12.8328705,5.897,Cc1ccc(C(c2ccc(C)cc2)C(C)C)cc1,18,2.0
-47.47008,7.8779206,8.3,CCCCCOCC(C)C#N,11,3.0
47.48508,3.3958204,3.644,CCCOc1ccc(N)cc1[N+](=O)[O-],14,0.0
-19.14481,-36.654667,8.4,CC1COC(C)(C(C)C)CC1C,12,3.0
28.472448,-10.259925,3.421,CC(C)C1=CC(=O)C(=O)c2ccccc21,15,0.0
25.579018,38.048317,4.569,Oc1cccc2ccc3ccccc3c12,15,1.0
7.300879,39.845455,5.325,Cc1cc2cc[nH]c2cc1C,11,1.0
1.1297021,10.890911,6.071,Cc1c(O)cc(O)c(C)c1O,11,2.0
-51.257507,28.235977,9.045,OCCOCC1CO1,8,3.0
23.497927,7.8159447,5.077644,COC(=O)Cc1ccc2c(c1)NCC2C,15,1.0
-2.3734958,5.648237,5.959,O=C1CCC(=O)N1c1ccccc1,13,2.0
-2.9225214,-11.098913,3.265,C=C1C(N)=CC=C1C(C)=O,10,0.0
-45.06322,25.836601,6.346,CC(=O)C1CC1,6,2.0
-49.158234,-5.9140053,9.263,CCC(C)CCC1OC1(C)C,11,3.0
-5.6928506,-28.809355,7.472,CCCC12CCC(C(=O)O)(CC1)CC2,14,2.0
-19.49033,7.37907,5.899,CN(C)CCCCCOc1ccccc1,15,2.0
22.278063,11.664508,5.382412,c1ccc(N2CCCC2)c(CNCC2CC2)c1,17,1.0
-27.214024,-23.436537,7.475,CC(C)COC(=O)CC(C)(C)C,12,2.0
31.121859,-1.6046616,4.754,CC1=CSC2N=C(c3ccco3)[N]N12,14,1.0
24.64736,11.83478,3.257,CC(C)N(c1ccc(N=O)cc1)C(C)C,15,0.0
-53.791695,20.696348,7.87,NC1(CCCO)CC1,8,3.0
53.079994,-7.2700424,3.532,C=c1[nH]oc(=O)c1=Cc1ccc(O)c(OC)c1,17,0.0
-50.810226,23.581944,7.777,NC1CNCC(O)C1O,9,3.0
-0.86879236,24.012127,5.388,COc1cc(O)c(O)cc1C(C)(C)C,14,1.0
-40.798798,26.930096,7.266,C#CC1CC=CCC1,8,2.0
-57.48004,18.798254,6.046,C=CCN(CC)CC,8,2.0
53.869286,-14.986637,2.852,[CH]1[CH][N][CH]c2cccn2C=CN=C[CH][N]1,15,0.0
9.651067,-39.709034,7.799,CNCP(=O)(OCC(C)C)OCC(C)C,15,3.0
10.553322,-30.099419,6.996,CC(C)CN(CC(C)C)C(=O)C1CCCCC1,17,2.0
48.049255,-3.1340432,3.962,CC(O)=Nc1cc(N=C(C)O)cc([N+](=O)[O-])c1,17,0.0
1.8003601,26.912943,5.508,CC(C#N)c1ccc(N)cc1,11,1.0
-1.3477092,-6.6783733,6.697,COC(=O)C(C)N1[CH]N=C[N]1,11,2.0
-32.439087,7.557747,7.064,C1=C(C2CCC2)CC1,8,2.0
2.1673717,39.927563,5.638,Cc1c[nH]c(=N)s1,7,1.0
29.032661,-10.830878,3.097,[CH]1[CH]C2CC3CC=CC=C3N2C=C1,13,0.0
24.858746,10.80063,3.66,C1=CC2OC(c3ccccc3)=CN2C=C1,15,0.0
-3.8595257,-28.509312,6.473589,O=C(O)CCCCC(=O)N1CCCC1,14,2.0
16.478512,36.126232,4.136131,Cc1cccc(Oc2cnccn2)c1N,15,0.0
-60.692333,18.507517,7.271,C=CCC(C)CO,7,2.0
-1.7681476,-41.45515,5.921,CCCCCCC1C(=O)CCC1C(=O)OCC,17,2.0
16.779078,-32.587204,6.534,CCOC(=O)C(C#N)(CC)C(C)=C1CC1,15,2.0
-10.7365465,8.316951,6.523,N[N][C](O)CC(=O)O,8,2.0
-50.171856,9.257765,8.961,CCCCCC1OC1CCCC,12,3.0
58.21492,-5.0012746,3.333,COC(=O)c1cc(=O)c2nc(=O)[nH]c(O)c2[nH]1,17,0.0
9.82032,-35.93049,9.592,CC(C)C1CC2CC3CC(C(C)C)CC3C2C1,17,3.0
-3.1071415,36.72566,5.695,Cc1ccc(S)c(C)c1,9,1.0
51.132366,-17.729723,4.373,CCCC[C](O)[N][N][CH]c1ccccc1OC,17,0.0
27.62249,-8.79142,3.181,[N][N]C1=C(O)C(=O)[N]C1=O,10,0.0
-58.79348,5.6247635,9.26,CCC(C)CC(O)(O)O,9,3.0
23.318613,6.8554916,3.401,O=C(O)C1=Cc2cccn2C1=O,12,0.0
-24.272076,-9.75781,7.151,CN(C)C(=N)NN(O)O,9,2.0
57.163185,-18.997818,4.751108,CC(C)CCC(=O)Nc1cccc(C(=O)O)n1,17,1.0
-12.058545,27.035887,4.963,NSC(=S)N1CCCC1,9,1.0
42.89597,12.858272,3.053,NN=c1cc[nH]c(C(=O)Nc2nccs2)c1,16,0.0
-0.88307846,-36.651745,6.125283,CCC(=O)CC(C)C(C)C(C)=O,12,2.0
-59.153458,28.351513,7.148,OCN=C(O)CO,7,2.0
0.15448391,15.090538,3.097,C=C1OC=CC(C#N)=C1C#N,11,0.0
-28.371893,-5.40938,7.304,CCCN1CN=C(O)NC1,10,2.0
-40.143997,-18.557945,6.634,CCC1CCCCN1CCCCC#N,14,2.0
-47.823914,-3.0568478,9.217,CCCCC1OC(OC)CC1C,12,3.0
27.17752,-34.670723,7.075,CC(C)(C)OC(O)=NC1(C(=O)O)CCC1,15,2.0
-8.618006,44.610416,6.049,NOCc1ccsn1,8,2.0
42.855736,-2.7886353,4.694,C=C([P][CH]C(C)(C)C)c1ccccc1,14,1.0
-45.777893,31.020693,8.866,OC1COC1O,6,3.0
-48.012222,-6.901646,7.712,CCOC(=O)CC(C)CC,10,3.0
-6.4939113,44.38835,5.279,N#Cc1cccs1,7,1.0
-34.745865,5.2001343,7.2,CC1(CO)CC=CCC1,9,2.0
-44.78153,30.912138,8.607,CCCNO,5,3.0
-41.365204,-25.554077,7.35,CCCCN(CCCC)CCN(C)C,14,2.0
-59.771023,6.015056,9.187,COCCC(OC)(OC)OC,11,3.0
-54.60063,8.173745,9.061,CCCC(COC)C(C)C,10,3.0
-38.295544,-20.540798,7.051,COC(CC1CC=C(C)C1(C)C)OC,14,2.0
17.602673,-29.607819,6.444,CC(=O)SCC(=O)ON1C(=O)CCC1=O,15,2.0
-27.86568,6.873161,6.044,O=C1C2CCCCC1CCC2,11,2.0
2.314519,-41.19439,7.328,CCCCC(C)C(CC(=O)OC)C(=O)OC,16,2.0
-5.594226,15.346066,5.793,CC(C)CCc1ccc(O)cc1,12,2.0
1.0907946,9.150741,3.323,O=C1C=C2CCNC2=CC1=O,11,0.0
-50.32376,13.07505,7.317,C=C=CCCCCCC,9,2.0
46.579903,-22.253172,4.882,CCOC(=O)[N]C1=N[C](N(C)C)SS1,14,1.0
-36.68794,-14.717391,6.925297,COCCSCC(O)CNC(C)C,13,2.0
29.525833,37.70727,4.286,c1ccc2c(-n3ccnc3)ncnc2c1,15,0.0
42.963818,-5.345169,4.027,O=[N+]([O-])c1ccc2c(c1)OC1(CCCCC1)O2,17,0.0
5.5019298,19.048672,5.85589,CCCCOc1ccc(C(C)C)cc1F,15,2.0
3.1149635,-31.668682,6.976999,CC1CCC(NC(=O)C2CCC2)CC1,14,2.0
6.225091,18.612543,5.929,Cc1ccc(C23CNCC2C3)cc1,13,2.0
40.475845,-13.158464,3.992,Cc1c([N+](=O)[O-])ccc2nsnc12,13,0.0
-57.619534,14.255158,8.218,CC(C)COCC(C)N,9,3.0
-18.684313,6.678302,7.23,CC1(O)CCOC(=O)C1,9,2.0
15.678657,-22.818113,5.595,CCCC(=NNC(=N)O)C1=CCCCC1,15,1.0
-39.732956,27.17349,7.129,C1=CCC2CC2C1,7,2.0
-7.429889,-34.459362,7.832,CC(C)N1CCN(C2CCCC2)CC1,14,3.0
-35.281677,-16.965279,7.799,CCCCC(C)(C)C(=N)O,10,3.0
-47.86993,-1.4365754,9.325,CCOC(CC1CC1)OCC,11,3.0
4.140033,40.469776,6.40556,Cn1cnnc1Cc1ccccc1,13,2.0
18.994373,14.198038,4.889886,CC(C)(C)c1cccn2ccnc12,13,1.0
17.758709,15.106553,4.908934,CC(=O)c1ccccc1OCCN(C)C1CC1,17,1.0
-16.873774,1.3089857,5.802,CN(C)CCC1COc2ccccc2O1,15,2.0
-38.06565,-15.875634,8.403,CC1CC2C(O)COC2O1,10,3.0
29.31198,-17.819613,5.455883,CC1(C)CN(CC2CC2)Cc2cc(N)ccc21,17,1.0
