SMILES,des_gap,pred_gap,Err_pred_des,tsne1,tsne2,SMILES_HA,gap_group
CCCCC1C(O)CC(C)CC1C(N)O,4.348,8.018675,0.8442214467488196,-0.9205858,33.579327,15,3.0
CSC(=CCC(C)(O)O)NCCO,9.029,6.2653127,0.3060900795590456,-39.930378,2.5024226,13,2.0
CC1CCCC#CC(N)N1,7.622,6.908667,0.0935886791452464,-10.466656,-39.36011,10,2.0
C=C(C)C(O)C1=CCC(C)C(CO)CC1CC,5.143,6.200707,0.2056595292185013,12.423537,32.573235,17,2.0
COCCCC(COC)COC(O)C(C)CN,9.29,7.9780645,0.1412201790044843,-35.946056,14.049924,17,3.0
C=CC1C(CO)CC12CC1CC2CC1C,8.074,7.8946857,0.0222088499827522,-22.570286,2.774517,15,3.0
CCC(NN)OC(CCC(=O)O)OC,6.142,7.6194763,0.2405529661933205,9.966395,7.6793776,14,2.0
CCNCCCCCC(C1CC1)C(C)(C)C,9.023,8.491925,0.0588578921020737,-1.490469,12.970619,16,3.0
C=C(OCC)C(C)(C)C(C)CO,7.584,6.8428607,0.0977240639899853,-38.833286,19.56174,12,2.0
CCCC(C)COCC(C)OC,7.451,8.901818,0.1947145719301651,-9.808467,-39.34393,12,3.0
CCCCC1CC(C)NCCCC1OO,8.561,7.8082314,0.0879299902161236,-39.37051,-6.5265274,15,3.0
CCC(CC)C(C)(CC(C)C)OC,9.064,8.990152,0.0081473566848202,-41.93039,-23.265238,13,3.0
COCSOCOC(=O)C1CCOCC1,6.101,6.7431507,0.1052533537222701,-8.36443,-10.016112,15,2.0
CCCCC(C)NC(C)(N)CO,8.417,7.481698,0.1111205849835038,-42.893227,4.4713163,12,2.0
CCC1CC(=O)CCCCCCC1O,7.649,7.042658,0.07927077367331,-30.030102,-11.279508,14,2.0
C#CC1(C)CCCCC(C)SCN1,5.14,6.763896,0.3159330716856723,-12.741152,5.024385,13,2.0
CCN(CCCO)COCCSS(C)=N,7.358,6.1239543,0.1677148279271458,-20.9889,3.0114677,15,2.0
CCCCCOC(CCCO)CCCC(CC)CC(C)CCCCC,9.63,8.691618,0.0974436172691338,-8.127577,40.276768,25,3.0
CCCCC(N)C(C)COC1CCC1OC,7.856,7.7815223,0.0094803622686692,-38.003986,-20.174593,16,3.0
CC1CCCCCC(OCCO)COC(O)O1,6.917,8.887664,0.2849015239623477,-16.613392,-18.860151,17,3.0
C#CCCCCCCC1CCCCOOC1,7.75,7.8599787,0.0141907968828755,-34.87672,6.4167066,16,3.0
CCC1(C)CC2(COC2C)C1C,9.108,7.856227,0.1374366577644332,-13.592776,4.1384325,12,3.0
CC(C)CCOC(C)CCCCCCO,6.231,8.687509,0.3942398624729333,-1.3158007,43.752796,15,3.0
CCC(N)CC(CC)[SH](C)COO,6.585,7.2861495,0.1064767656492843,-8.261888,10.083224,13,2.0
CC1CCCC1CC1CCCC(=N)N1,8.781,7.254318,0.1738619476933507,-40.000813,-4.1567807,14,2.0
CC(=N)CC1CC2COC1C2,6.319,7.1874013,0.1374270129305668,-10.202074,8.756346,11,2.0
CCC(C)C(O)(CCNC1CCCC=NO1)C(=N)O,7.622,6.311192,0.1719769042672462,13.903317,35.691135,19,2.0
C=C(O)CC(C)CC,4.874,6.0324593,0.237681423683464,-5.268255,-37.747044,8,2.0
CCC1CCOC(C(C)O)CC1,9.51,8.666166,0.0887311981554161,-43.085968,-4.9192915,12,3.0
CC(OO)[SH]1NN(C)C(N)P1,5.3498,7.5430455,0.4099677596886744,17.20646,5.8647633,11,2.0
CCCCCC(CCO)OC,5.2409,6.882037,0.3131403313897922,-10.571712,-40.13743,11,2.0
CCCC1CC(O)=CC(C)=C(C)CCC(CN(C)C)O1,7.758,6.5048513,0.1615298606280538,-10.523107,-7.653414,20,2.0
CCCCC(C)COCC(NNN)OC,7.638,7.700519,0.0081852690403796,-35.824356,-4.7102094,15,2.0
CCC(C)N(CN)C(CCO)CCNCCO,4.8,8.191438,0.7065495252609254,15.686705,17.655565,17,3.0
CC1OPC12CCCCN2,8.248,7.655721,0.0718087793899668,-1.1501809,-44.96756,10,2.0
CCOCC(C)(O)C(COC)OCOC,6.011,8.668789,0.4421542022811694,-23.517921,19.940483,15,3.0
COC(=N)CC1CC1OC,9.41,8.032617,0.1463744298304559,-15.484416,-19.708212,10,3.0
C#CC(CC)C1(C=C)C(CC)C1(C)O,4.9008,7.317243,0.4930711514880522,17.271593,32.599724,14,2.0
COCP(C)CCC(C)OC(O)(CO)OC,7.168,8.431491,0.1762682614581925,-35.335636,10.71328,16,3.0
CC1OCC(O)C(S)C(C)O1,6.751,7.200219,0.0665411278859294,-14.298155,12.685361,11,2.0
C=C1C(=COCCCC)CC1CCO,7.905,6.4772425,0.1806144883254146,-0.61301976,-13.021926,14,2.0
CC1CCCCC(=O)C(=O)CC1,5.021,6.2062836,0.2360652398597764,2.2312326,11.951444,12,2.0
CCOC1CC(N)CCC(C)(OC)C(C)C1,6.49,7.8496313,0.209496349693263,1.0659714,34.04041,16,3.0
C=C1C2CCC(O)CC1C2C1CC1C,5.8287,7.0095015,0.2025840165413136,13.968756,18.476873,14,2.0
CCCCC1CCCCC2CC12C,6.346,7.641399,0.2041284126548634,-22.741308,0.56477195,13,2.0
COCCCCCCC(C)(C)C,8.651,7.7512593,0.1040042391706375,-19.261795,-41.874138,12,3.0
CCCCC=NC(O)C1=CCC1,6.523,6.0478425,0.0728433998782777,-15.483907,31.132368,12,2.0
C=CCCC(N)CCCCCCCCCC,8.942,6.463923,0.2771278262751611,-42.276478,-15.94396,16,2.0
C=CCCC(CCC(O)CC)CCC(OCC)N(C)O,5.257,7.321164,0.3926505861070099,2.2635982,31.418827,20,2.0
CC(O)CC(PO)C(C)(C)C,8.422,8.82175,0.047464935549136,-42.05583,20.449968,11,3.0
CC(C)COCCOC1OC12C=C2,8.966,6.999629,0.2193141846206872,-34.90974,7.261928,13,2.0
CCNC(C)C(S)CC(O)CCO,6.629,6.205058,0.0639526176136135,0.20461178,-23.769028,13,2.0
COC(C)CCOCCCC(C)C,9.456,8.456652,0.1056840431871752,-29.83169,-34.416996,13,3.0
COCC(O)CC(CO)CPP(C)OO,6.441,8.2557125,0.2817439076471469,-3.9842157,43.33942,15,3.0
C=C1CCCCC(C)(OO)NN1,5.7062,6.7857685,0.189192196016812,-2.086135,2.075886,12,2.0
OCC#CCCCCC1CCC12CC2,4.999,7.262062,0.4527029551418097,9.978913,8.155741,14,2.0
CCCCOCCOCCC(C)C(C)C(C)CC,7.608,8.704195,0.1440845192669569,-31.244139,26.033566,18,3.0
CCCCCC(CCC=C(C)C)CCCC(C)CCCC,8.906,7.8384895,0.1198641890331571,-30.010069,25.159212,21,3.0
CC(NCN)C(C)N(C)O,8.634,7.570002,0.1232334863319423,-16.730896,-11.86866,10,2.0
CC(CN)CCCCSCC=N,4.408,6.3385468,0.4379643268896749,-13.001377,-26.727142,12,2.0
CC1COC2CC(C1)OC2OCCCO,6.324,8.524766,0.3480022087796891,-15.137245,13.101017,15,3.0
CC1CCCOC(=O)CCC(C)CCC1,6.934,7.2072177,0.0394026093638386,-23.373932,20.65919,15,2.0
CCCCCCC(CCO)CCCCCO,7.949,8.460241,0.0643151739525756,-48.59417,-2.5212529,16,3.0
CCC(C)CCCCC(CO)C(C)CC,7.502,8.945493,0.1924143887557719,-43.465435,-12.876081,15,3.0
C#CC1CC(C)(CCC)C1CCC(C)CN,8.936,7.670233,0.1416480782422618,-33.3143,10.154948,16,2.0
COCC(CC(CC(C)C)C(C)=O)C1CC(C)O1,6.212,7.6399207,0.2298648923884955,9.701469,40.390575,18,2.0
NCC1OCCCCC1NNC1CC1,8.359,8.012861,0.0414091097223286,-16.73348,-20.783188,14,3.0
CCC(CC)C1=CCC(C(C)CC)C1C(CN)NO,4.871,6.136259,0.2597534549331742,15.754457,39.53203,19,2.0
CC=C1NCCCC(CNNC)CC1CC,3.706,6.636541,0.7907557716513736,12.106402,-3.5883465,16,2.0
C#CC(CCCCOC1CCC1C)OC,8.049,7.0471754,0.1244657215294237,-17.582552,-24.073915,15,2.0
CCCCCCCC=C1CCCC1,3.78,6.9765353,0.8456442646248632,-9.697478,-26.391357,13,2.0
C1=COCCCCCCCCCCCOC1,7.606,7.3735976,0.0305551377967756,-32.81818,-11.584091,16,2.0
CCCCCCCCC(CCC)C(C)SC,6.917,7.0097985,0.013416007917293,-40.291935,-4.8068132,16,2.0
COC(C)COCC(N)C(CN)C(C)C,8.411,8.16197,0.0296076401676607,-14.589142,26.30758,15,3.0
SSCCC1CCCCSCC1,5.042,6.1013737,0.210109812075635,6.0991116,-26.125828,12,2.0
OCC1OC1CC1CCONC1O,7.734,8.368589,0.0820519008592083,2.764859,-27.155031,13,3.0
CC12COC1OCC21CC1O,8.321,8.318675,0.0002794085808519,-9.388219,-25.267502,11,3.0
CCCCN(O)CCCCCC1CN1CC,8.046,7.740215,0.0380046203484322,-19.300344,-27.872566,16,3.0
CCCC(C)CCCNOCC1CC1CCC,8.049,7.6923237,0.0443131215439951,-27.098263,22.43566,17,2.0
COC12OCC13CCCCC(O)C1(CC1C)C32,6.471,8.13426,0.2570329435345858,0.10972859,34.264313,17,3.0
CCC=CCC1(C)OCC(CCC)O1,7.538,7.283467,0.0337666733950005,5.623613,-8.933219,14,2.0
NNCC(O)CCCCCON,6.844,7.7404857,0.1309885546730527,-6.0577087,-31.143087,12,3.0
CCC1C(C)=CNC1(C)NC,7.187,6.7356734,0.0627976307803274,-3.1704097,-10.766267,11,2.0
C=CCOCCOO.S,6.914,7.0023985,0.0127854340332314,-4.1932473,-44.027187,9,2.0
CCC(O)CCCOCC1(CO)CC1,7.622,8.890549,0.1664325250662146,-20.611616,-5.3391037,14,3.0
CCCCCCOPC,8.855,8.652631,0.0228536639221639,-21.978405,-39.559746,9,3.0
CCC(C)CCC(CC)C(CC)OO,7.701,8.18573,0.0629437709997078,-33.493534,-25.005283,14,3.0
CCC(=CCC(C)CC1CC1)OOC(N)=O,8.172,6.179137,0.243864754048038,1.3548236,41.24005,16,2.0
CCC1C(OO)C=CCC1(CC)OC,7.633,6.9714456,0.0866703051938527,-24.619373,13.475493,14,2.0
COCCCCCC(C)CC1CCCCC(CN)C1,9.247,8.946584,0.0324879693020688,-22.773355,22.535833,19,3.0
CC=C(OC(O)(OC)C(C)C)C(CCO)OO,9.521,7.9897804,0.1608254987894769,8.036481,41.66006,17,3.0
COCC1CCOC(C)C(CO)C1O,6.074,8.341069,0.3732415577044093,-23.258629,12.42272,14,3.0
CCOC(=O)C(C)CCC(C)C,8.776,6.8612695,0.218178045347591,-40.5196,21.760918,12,2.0
CCOOCC(CC)C(O)C(C)CO,9.14,8.004942,0.1241857833361469,-29.741266,-34.182587,14,3.0
CCCC(=O)NC(C)(C)CCCCC(C)C,8.408,7.9760637,0.0513720589518886,-37.25409,22.798426,16,3.0
CCN1CCC2OOC3(CNCC(=N)N)NC3C21,2.419,6.4393044,1.6619695542813726,27.25494,40.51363,18,2.0
CCCCC(N)(CCCC)OCCCN,9.932,7.585249,0.2362818216730211,-50.358128,-20.522259,15,2.0
C#CCCNCC(NCCC)SC#C,6.844,6.9966254,0.0223006170998533,-13.193457,-33.064888,14,2.0
CCC1CC2(C)CC(C)C2O1,6.814,8.427408,0.2367784294663617,-7.7937436,-9.706943,11,3.0
C=CCCCCCCCCCC(=C)C,7.233,6.566452,0.0921537361582762,-42.84686,-9.749215,14,2.0
C=CC(CC)OC(CC)CCC,7.962,6.9858265,0.1226040577355475,-23.549559,-36.678745,12,2.0
CCOC(C)CC1(CCOCCOC)CC1C,5.489,8.819078,0.6066821726060431,2.3044593,23.788473,17,3.0
CC1CCCCC=CCCCCCCC1,5.295,7.310838,0.3807059910299645,-18.241701,-17.073107,15,2.0
C=CCC1CCCC(=O)C(O)C(C)C1,4.133,6.56095,0.5874545856275543,-3.451847,30.3304,14,2.0
CCCC1CCCCCCN(OC)CCCC1,8.781,8.164102,0.0702537751227682,-47.112682,-2.391537,17,3.0
CCC(C)C1CCOOCC2CCC21,7.657,7.914153,0.0335840536842181,-18.332325,8.385702,14,3.0
CCC1NCCNCCCC1C,9.919,7.5714254,0.2366745198177996,-16.235563,-38.026543,12,2.0
CCCCCC1NCC(=O)NCCCCC1C,4.6668,6.94224,0.4875804058861954,4.632963,27.635756,17,2.0
CNNCNC([NH])=C1CCC1(OC)OC,6.112,6.601052,0.080015020844824,13.032795,11.946716,15,2.0
NCCCSC1NSCC(O)CO1,5.902,6.687091,0.1330211578648359,1.0934261,1.7492305,13,2.0
CCCNC(C)=NC(CCN)NOC,4.321,6.7902026,0.5714424016767563,-10.120852,32.76933,14,2.0
CCCCCCCCCC1OCCCC(CC#N)C1C,6.362,8.111305,0.2749615273210321,-29.84777,26.20824,20,3.0
CCCCCCCCC1=CC(CO)CC1,7.097,6.849239,0.0349106844401753,-34.710644,-13.113794,15,2.0
CSC1CCCCCCC(O)CCC1,6.759,6.9487615,0.0280753755237879,-23.188099,9.108464,14,2.0
C=NC1CCCCCC(CCCC)N1CN,6.852,7.412823,0.0818481027766826,-21.524336,11.020239,16,2.0
CC1CC#COCC(N)CC(C)CCC1,5.948,7.46858,0.2556455563440687,-15.332933,10.8828945,15,2.0
COCC(C)CC1CCCCCCNC1C,9.146,7.8228707,0.1446675342932692,-30.806885,-26.61886,16,3.0
CC1CCOCCC(CCCCCO)C1,4.7974,8.401145,0.7511870974661854,-0.27214205,35.96698,15,3.0
CCC(O)CCC(CC=O)C(C)CC(C)N,5.486,6.8639565,0.2511768959927116,-6.695429,36.26601,16,2.0
CCNCCOC1CCC(CCCCO)O1,9.157,8.151345,0.1098236045658269,-21.650627,-31.224758,16,3.0
CC[SH](CO)CNC(N)C(C)(CCOO)OCO,6.144,8.150435,0.3265682694812615,-1.0541714,42.702187,18,3.0
C=CC(CCO)(CCC=O)OCCO,7.385,7.551109,0.0224927335311693,-5.6835995,-32.33827,14,2.0
C=C(OC)C(C)(O)C1OCCO1,5.559,6.492091,0.167852343747804,4.5753374,-26.259825,12,2.0
CC(CCCCN(C)C)CNN1CC1,7.622,7.3511357,0.0355371646886108,-23.652498,-0.3382821,14,2.0
CCC(OC)OCCCCC(CC)PC(O)OC,9.051,8.563196,0.0538950190861809,-35.11812,23.962458,18,3.0
