MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,gap
206.29500000000002,13,200.24699999999999,3,1,4,0,64,0,0,3,0,0,3,0,0,0,0,2.4887700000000006,36.21,0.4795031709025768,2.20194507542002
134.178,10,124.09799999999997,1,0,1,5,52,0,0,0,4,0,0,0,0,0,0,1.85928,17.07,0.4140416118344853,2.20221718924545
285.315,21,270.195,9,1,9,1,108,0,0,3,0,1,2,0,0,0,0,2.2318,110.91,0.7822239200080534,2.2059252
212.324,12,208.292,5,0,5,0,60,1,0,1,0,0,1,0,1,0,0,1.1657,24.72,0.6029657685140682,2.21282962843742
208.307,13,200.243,2,0,3,2,66,0,0,1,0,1,0,0,0,0,0,1.5108000000000001,17.07,0.3885892877538626,2.22534686440743
174.224,12,168.176,2,0,2,0,58,0,0,2,0,2,0,0,0,0,0,1.9178,17.07,0.5217713086670008,2.22834011648721
216.32999999999998,14,208.26599999999996,2,0,2,1,68,0,0,2,0,2,0,0,0,0,0,3.8686900000000017,0.0,0.6636658136074997,2.23351027917048
181.19400000000002,14,174.13799999999998,2,0,2,0,66,1,0,2,0,2,0,0,1,0,0,2.3311,29.96,0.6144336721288258,2.24860344224531
204.27200000000002,16,192.17599999999996,0,0,0,0,76,1,0,1,0,1,0,1,0,0,0,2.24,0.0,0.5684982457193247,2.26861296265159
176.239,13,162.12699999999998,2,0,2,4,69,0,0,1,1,1,0,0,0,0,0,2.6554900000000012,21.59,0.36637735096135426,2.27051775942964
180.188,12,176.15599999999998,5,1,5,1,60,1,0,1,0,1,0,0,1,0,0,-0.36750999999999956,55.24,0.3629120231869301,2.27663116626511
211.264,16,198.15999999999994,2,1,2,2,80,0,0,2,0,2,0,0,0,0,0,3.3115000000000023,32.59,0.42396847866404963,2.29295799579121
204.22799999999998,16,196.16399999999996,1,0,1,0,74,0,0,3,0,3,0,0,0,0,0,1.2453,17.07,0.5900910146272356,2.29473588989336
212.277,15,204.21299999999997,3,0,3,0,72,0,0,3,0,2,1,0,0,0,0,1.3418999999999999,25.78,0.6583517652118864,2.29990605257662
195.225,15,186.15299999999996,3,1,3,1,72,0,0,3,0,2,1,0,0,0,0,2.2620000000000005,37.81,0.6050854874234004,2.30398775995814
181.194,14,174.13799999999998,2,0,2,0,66,1,0,2,0,1,1,1,0,0,0,0.5593999999999999,29.43,0.5746872407117168,2.30616467056163
236.31799999999998,18,220.18999999999997,2,0,2,0,90,0,0,2,0,0,2,0,0,0,0,3.9280000000000035,24.72,0.6085774729976485,2.3065143
218.31100000000004,13,208.231,8,5,8,6,72,0,0,0,0,0,0,0,0,0,0,-0.49739999999999984,86.83,0.13640326277592965,2.31091750826993
181.23799999999997,14,170.14999999999995,1,0,1,1,68,0,0,2,0,2,0,0,0,0,0,2.8356000000000012,12.36,0.6411368644779206,2.33364816693056
213.244,16,202.15599999999998,5,2,5,0,80,0,0,2,0,0,2,0,0,0,0,0.4945,75.13,0.6142911141615357,2.3493582
186.238,14,174.14199999999997,2,2,3,3,71,0,0,2,1,2,0,0,0,0,0,1.4480999999999997,52.15,0.562736154989622,2.35215190706014
193.22699999999998,13,186.17099999999996,4,0,4,2,66,0,0,1,0,0,1,0,0,0,0,1.5171,46.5,0.6244482290138859,2.35895475269601
208.264,16,196.16799999999995,2,0,2,0,78,1,0,1,0,0,1,1,0,0,0,2.2970000000000006,24.72,0.6247084460271912,2.36058743564863
209.208,16,202.15199999999996,4,0,4,0,76,0,0,3,0,1,2,0,0,0,0,1.4414,55.74,0.5618180233427631,2.37337678544407
278.37600000000003,20,264.26399999999995,1,0,2,0,98,0,0,3,0,1,2,0,0,0,0,4.1426000000000025,17.07,0.6085330728822516,2.3760024
238.38099999999997,15,224.26899999999998,4,2,4,0,80,0,0,1,0,0,1,0,0,0,0,3.1305700000000014,35.88,0.6364991800927452,2.3779392
287.56600000000003,14,270.43,4,2,6,1,84,0,0,1,0,0,1,0,0,0,0,3.3530000000000024,3.24,0.32925233949510746,2.39024784262104
181.194,14,174.13799999999998,2,0,2,0,66,0,0,3,0,2,1,0,0,0,0,2.2156000000000002,29.43,0.5224871776256743,2.39079207027191
268.346,18,252.218,8,5,8,10,98,0,0,2,0,1,1,0,0,0,0,-0.31879999999999886,81.74,0.16074140474520004,2.39324109470083
225.25500000000002,17,214.16699999999997,5,3,5,0,84,0,0,3,0,1,2,0,0,0,0,0.64107,86.62,0.5647079850124509,2.39405743617713
242.278,18,228.16599999999994,4,0,4,1,92,0,0,3,0,1,2,0,0,0,0,2.4583000000000004,34.06,0.7079743159491816,2.3945293
245.328,16,238.27199999999996,2,1,4,0,78,0,0,4,0,1,3,0,0,0,0,2.3808,29.1,0.6638736581061206,2.39677857443148
236.31799999999998,18,220.18999999999994,2,0,2,1,90,1,0,1,0,0,1,0,1,0,0,2.1333,25.25,0.7330320265384598,2.39853816006
195.22099999999998,15,186.14899999999997,2,0,2,0,72,1,0,2,0,1,1,1,0,0,0,1.412,21.59,0.6130594805678038,2.39989872918717
178.24099999999999,11,176.225,4,1,4,2,52,0,0,2,0,1,1,0,0,0,0,2.55337,36.21,0.4005130639955988,2.40044295683804
206.295,13,200.24699999999999,4,2,4,0,64,0,0,2,2,1,1,0,0,0,0,1.82816,49.870000000000005,0.5944175341407899,2.40996694072826
220.231,17,212.16699999999997,3,0,3,0,80,0,0,3,0,2,1,0,0,0,0,2.0698,41.79,0.6157704708214292,2.41105539603
180.192,12,176.16,5,1,6,0,60,0,0,2,0,1,1,0,0,0,0,1.6197000000000001,66.18,0.575382805048854,2.42085149374567
221.372,12,210.284,4,1,5,6,68,0,0,0,0,0,0,0,0,0,0,1.21,21.59,0.4138244562309825,2.42344572932411
177.20700000000002,13,166.11899999999997,3,1,4,0,68,0,0,1,0,0,1,0,0,0,0,1.4577,48.19,0.6085167019791172,2.4236286
200.32799999999997,12,188.23199999999997,2,2,3,4,66,0,0,1,0,1,0,0,0,0,0,1.7060999999999997,20.23,0.4091528462518476,2.426663
214.249,15,208.20099999999996,4,0,4,1,72,0,0,3,0,0,3,0,0,0,0,2.5602,42.85,0.5845287229751361,2.42779955053107
132.16199999999998,10,124.09799999999997,1,0,1,1,50,0,1,2,0,2,0,0,0,1,0,1.7719,17.07,0.3922784037063744,2.43052068878542
208.31099999999998,13,200.24699999999999,3,1,4,0,66,0,0,2,0,0,2,0,0,0,0,1.2887000000000002,38.379999999999995,0.6511846800846645,2.43514662381782
232.373,15,220.277,2,1,2,2,76,0,0,2,0,2,0,0,0,0,0,4.039400000000002,0.0,0.5536014917318105,2.4435821524063
163.24499999999998,11,154.17299999999997,2,0,2,0,56,0,0,1,2,0,1,0,0,0,0,2.46889,12.36,0.5340855654365027,2.44724653481286
281.38000000000005,20,266.26,2,0,3,0,100,0,0,3,0,1,2,0,0,0,0,4.5835000000000035,21.59,0.6364201454705515,2.45038499804218
176.17099999999996,13,168.10699999999997,3,0,3,1,66,0,0,2,0,1,1,0,0,0,0,1.7532,39.44,0.6640811104473853,2.45691572985262
233.361,15,222.27299999999997,3,0,3,0,76,0,0,2,0,1,1,0,0,0,0,3.9022000000000023,12.36,0.6288151775824804,2.46126955105957
241.38800000000003,12,234.33200000000002,6,4,8,2,68,0,0,1,0,0,1,0,0,0,0,0.4630999999999999,53.49,0.3223402074770932,2.46235800636132
246.31,18,228.16599999999997,4,0,4,3,96,0,0,1,0,0,1,0,0,0,0,1.7265,41.9,0.7120857734483068,2.4641979
173.17100000000002,13,166.11499999999998,3,1,3,0,64,1,0,1,0,0,1,0,1,0,0,-0.5416999999999998,50.19,0.5728149496944459,2.46671182756827
277.458,18,258.306,3,0,3,1,96,0,0,1,0,0,1,0,0,0,0,5.318500000000005,12.36,0.6014514300440641,2.4705117
285.34599999999995,22,270.22599999999994,2,1,2,0,106,1,0,2,0,2,0,1,0,0,0,1.5859,43.09,0.7863543325903034,2.47255312057832
218.25999999999996,16,204.148,5,2,5,4,84,0,1,2,0,0,2,0,0,0,1,0.3085999999999999,56.730000000000004,0.6667048070285384,2.4729393
157.236,12,144.13199999999998,0,0,0,6,61,0,0,0,3,0,0,0,0,0,0,3.1261800000000015,0.0,0.3154997513222745,2.47336946205462
286.559,13,276.479,5,0,6,1,74,0,0,1,0,0,1,0,0,0,0,3.0343000000000018,0.0,0.5350038500460728,2.48575979534872
192.26099999999997,15,180.16499999999996,0,0,0,0,72,1,0,2,0,2,0,1,0,0,0,1.9429,0.0,0.5890618338954835,2.48670303950094
193.206,14,182.11799999999997,4,3,5,0,74,0,0,1,0,0,1,0,0,0,0,-0.8550999999999997,84.22,0.43720504179725916,2.4945843
219.29200000000003,16,202.156,5,1,5,1,86,0,0,1,0,0,1,0,0,0,0,2.847200000000001,61.47,0.723793666874661,2.498533
210.236,16,200.15599999999998,3,1,3,2,78,0,0,2,0,1,1,0,0,0,0,1.9525700000000001,45.44,0.6955179603416378,2.50030873077269
213.24400000000003,16,202.15599999999998,5,0,5,0,80,0,0,2,0,1,1,0,0,0,0,2.2494000000000005,52.68,0.6084586677368066,2.50208662487482
348.696,16,332.56800000000004,6,2,7,10,94,0,0,0,0,0,0,0,0,0,0,5.250500000000004,0.0,0.18127734283667893,2.503447194002
200.24100000000004,15,188.14499999999998,3,0,3,1,76,0,0,1,0,0,1,0,0,0,0,2.2406000000000006,41.79,0.5983300946683894,2.539707
231.367,13,222.295,1,3,5,2,70,0,0,2,0,0,2,0,0,0,0,0.5719999999999998,29.1,0.27577469465922305,2.54317581251551
205.246,14,198.19,6,1,6,3,70,1,0,0,0,0,0,0,1,0,0,0.6476000000000001,76.52,0.3399495425692998,2.55596516231095
196.28,12,190.232,3,1,5,0,61,0,1,2,1,0,2,0,0,0,1,1.1412,27.4,0.3575141048980196,2.56004686969248
265.356,20,246.20399999999995,2,0,2,2,102,0,0,2,0,1,1,0,0,0,0,4.082400000000003,21.59,0.7368282038234724,2.5622022
229.37,14,214.24999999999997,3,2,4,5,78,1,0,0,0,0,0,0,1,0,0,3.4635000000000016,33.120000000000005,0.35093339797653755,2.567861
191.299,13,178.19499999999996,1,2,2,3,68,1,0,0,2,0,0,1,0,0,0,2.5853800000000007,26.02,0.42849291464090833,2.57174776418619
212.364,12,204.29999999999998,1,1,3,0,62,0,0,2,0,0,2,0,0,0,0,3.0560000000000014,0.0,0.4755002003596981,2.57365256096423
183.25699999999998,11,178.21699999999998,2,1,4,2,56,0,0,1,0,0,1,0,0,0,0,1.3372,29.43,0.397475083893056,2.57555735774228
213.305,15,202.21699999999996,2,0,2,0,74,1,0,1,0,0,1,1,0,0,0,1.9302,12.36,0.599840432944169,2.57691792686945
296.55400000000003,14,288.49,6,2,6,5,76,0,0,1,0,1,0,0,0,0,0,4.972400000000002,0.0,0.317776166949628,2.58834670753772
227.332,16,214.22799999999995,2,0,2,1,80,0,0,2,0,1,1,0,0,0,0,4.0999000000000025,3.24,0.6203821371936725,2.59433321169729
244.431,13,236.367,4,1,4,4,68,0,0,1,0,1,0,0,0,0,0,3.4314000000000013,0.0,0.3483945046399611,2.60195239880947
211.268,16,198.16399999999996,3,2,3,1,80,0,0,2,0,1,1,0,0,0,0,1.9105,50.41,0.5139143270553791,2.60304085411121
213.23600000000002,16,202.14799999999997,3,0,3,4,80,0,0,2,2,2,0,0,0,0,0,1.78269,38.66,0.5271332852452201,2.604127
196.249,15,184.15299999999996,1,0,1,0,74,0,0,2,0,2,0,0,0,0,0,3.0504000000000016,17.07,0.581627080809685,2.60440142323838
207.29799999999997,14,194.19399999999996,3,0,3,6,74,0,0,1,0,0,1,0,0,0,0,2.6401000000000012,29.43,0.4947231992804748,2.6075208
178.23399999999998,14,168.15399999999997,0,0,0,0,66,1,0,2,0,2,0,1,0,0,0,3.944600000000002,0.0,0.48872690838177757,2.61120426887426
160.26299999999998,9,152.19899999999998,1,1,3,2,50,0,0,1,0,0,1,0,0,0,0,1.0422,17.07,0.27634947740272003,2.6116168
307.39700000000005,23,286.229,4,1,4,0,118,0,0,3,0,1,2,0,0,0,0,4.204500000000005,57.31,0.7159552851790661,2.6183915
235.32999999999998,18,218.19399999999993,1,1,1,3,90,0,0,3,0,3,0,0,0,0,0,4.005700000000003,12.03,0.7230544075066737,2.6214726
222.247,17,212.16699999999997,3,1,3,0,82,0,0,3,0,1,2,0,0,0,0,1.2284,41.46,0.6261989511705309,2.62263304954253
206.24399999999997,12,200.19599999999997,6,2,6,5,66,0,0,0,0,0,0,0,0,0,0,1.6486,66.76,0.17794451699608838,2.6236491
346.65500000000003,17,328.511,6,1,7,2,100,0,0,1,0,0,1,0,0,0,0,5.292700000000004,9.23,0.4099701141650401,2.6259856
167.16699999999997,13,162.12699999999998,2,0,2,0,60,0,0,3,0,2,1,0,0,0,0,1.4852999999999998,29.43,0.5023533829264976,2.62644264309862
260.2489999999999,19,248.15299999999996,6,2,6,0,98,0,0,2,0,1,1,0,0,0,0,1.4284,80.15,0.6439015894071374,2.6275904
196.27299999999997,15,182.16099999999997,1,1,1,0,75,0,0,2,1,1,1,0,0,0,0,2.4839900000000004,12.03,0.6273401704519529,2.62807532605123
175.275,13,158.13899999999998,1,0,1,1,70,0,0,2,0,1,1,0,0,0,0,2.870700000000001,3.24,0.5920381019816803,2.629452
240.37799999999996,14,232.314,5,0,5,0,72,0,0,2,0,0,2,0,0,0,0,3.1217700000000015,17.82,0.5199339342903957,2.6324462
219.252,16,206.148,7,0,7,2,84,0,0,1,0,0,1,0,0,0,0,2.935900000000001,86.52,0.6832189334184893,2.6400027
121.13999999999997,8,120.13199999999998,2,0,2,0,37,0,1,2,3,2,0,0,0,1,0,0.53478,17.07,0.434848748408391,2.64059256202124
204.32,12,192.224,3,3,5,4,68,0,1,1,0,0,1,0,0,0,1,1.1930999999999998,43.53,0.36577971790235264,2.6413627
213.305,15,202.21699999999996,2,0,2,0,74,0,0,2,0,1,1,0,0,0,0,3.7677000000000023,12.36,0.5963900112922788,2.64276947262472
190.24499999999998,15,180.16499999999996,0,0,0,1,70,0,0,3,0,3,0,0,0,0,0,4.073300000000002,0.0,0.507200199748866,2.6449463832282
238.38099999999997,15,224.26899999999998,4,2,4,5,80,0,0,1,0,0,1,0,0,0,0,2.673700000000001,24.06,0.4367405561274113,2.6449463832282
229.37400000000002,14,214.254,4,3,5,3,78,0,0,1,0,0,1,0,0,0,0,3.327470000000002,48.57,0.4909962479412766,2.64549061087907
214.26799999999997,16,200.15599999999995,3,1,3,1,82,0,0,3,0,2,1,0,0,0,0,1.0275,55.449999999999996,0.708366971126004,2.65011654591146
160.176,12,152.11199999999997,2,1,3,1,60,1,0,1,0,0,1,1,0,0,0,0.08617000000000014,45.44,0.6212101344508406,2.6566472777219
168.199,13,160.135,2,0,2,0,62,0,0,2,0,1,1,0,0,0,0,2.1905,24.72,0.49521293346644807,2.6621099
170.16699999999997,13,164.11899999999997,2,0,2,0,62,0,0,3,0,2,1,0,0,0,0,1.7896999999999998,26.3,0.517891669558057,2.66617126161213
149.105,11,146.08099999999996,4,0,4,2,54,0,1,2,0,1,1,0,0,0,1,1.0173999999999999,59.03,0.334231796464612,2.6713414242954
183.25399999999996,14,170.14999999999998,1,1,1,0,70,1,0,1,0,0,1,1,0,0,0,0.9206999999999999,12.03,0.6304473858762966,2.67651158697866
240.30600000000004,18,224.17799999999997,3,0,3,1,92,0,0,2,0,1,1,0,0,0,0,3.345900000000002,33.95,0.6916900248267848,2.6825118
170.26199999999997,10,164.214,2,1,4,0,52,0,0,1,0,0,1,0,0,0,0,0.8025,15.27,0.42693441527528375,2.6842358
219.331,13,206.22699999999998,4,1,5,6,74,0,0,0,0,0,0,0,0,0,0,1.8897000000000002,46.5,0.42108345031725386,2.6863873
209.248,16,198.15999999999994,2,1,2,1,78,1,0,2,0,2,0,1,0,0,0,3.1971000000000016,35.25,0.6244875329338763,2.68657979851976
239.27100000000002,16,229.19099999999995,4,1,5,0,84,0,0,1,0,0,1,0,0,0,0,2.1285,49.66,0.7041307079734139,2.68739613999606
203.31000000000003,14,190.206,2,1,2,1,72,0,0,1,0,0,1,0,0,0,0,3.839070000000002,23.85,0.643094296900489,2.6947432132828
216.335,13,204.23900000000003,5,3,6,4,72,0,0,1,0,0,1,0,0,0,0,3.358140000000002,72.42,0.2865422197234845,2.70209028656955
240.37800000000001,14,232.314,3,1,5,3,72,0,0,1,0,1,0,0,0,0,0,2.566400000000001,24.72,0.46571519066999767,2.70317874187129
203.24499999999998,15,190.14099999999996,4,1,4,2,78,0,0,1,0,0,1,0,0,0,0,1.6497000000000002,58.69,0.5480359895441583,2.70671622160194
165.199,9,162.175,5,2,7,0,50,0,0,1,0,0,1,0,0,0,0,0.03540000000000004,84.67999999999999,0.30043795229441245,2.7113225
280.483,17,264.35499999999996,3,0,3,4,90,0,0,2,0,1,1,0,0,0,0,4.648000000000003,0.0,0.6881198522914574,2.71215849811065
186.30100000000002,11,176.22099999999998,2,2,3,4,60,0,0,0,2,0,0,0,0,0,0,2.2995900000000007,20.23,0.30395482120281453,2.71324695341239
176.219,13,164.123,3,0,3,7,68,0,0,0,2,0,0,0,0,0,0,2.8984900000000016,41.79,0.333818037909184,2.71487963636499
246.38199999999998,14,236.302,4,1,6,0,76,0,1,3,0,0,3,0,0,0,1,0.9882,32.67,0.29895093578694887,2.7164483
175.19099999999997,13,166.11899999999997,2,0,4,4,66,0,0,1,0,1,0,0,0,0,0,3.0652000000000017,54.15,0.2801337476622928,2.72331516495348
206.401,11,192.289,3,0,3,6,64,0,0,0,0,0,0,0,0,0,0,3.3762000000000025,0.0,0.3714024237398843,2.7241867
169.27399999999997,10,162.218,2,2,3,0,52,0,0,2,0,0,2,0,0,0,0,1.9434699999999998,23.85,0.42006423138391813,2.73637662857436
252.26999999999995,18,236.14199999999994,6,1,6,5,98,0,1,2,0,0,2,0,0,0,1,0.3062999999999998,60.03000000000001,0.43143528028337347,2.74127467743219
275.27600000000007,20,262.17199999999997,10,7,10,3,104,1,0,2,0,1,1,0,1,0,0,-3.4928999999999997,161.19,0.2176036811984298,2.75406402722764
222.33800000000005,14,212.25799999999998,3,2,4,0,72,0,0,2,0,0,2,0,0,0,0,2.385100000000001,24.39,0.48564705194895424,2.75678516548198
195.33100000000002,13,178.195,2,1,2,6,72,0,0,1,0,1,0,0,0,0,0,2.9799000000000007,12.03,0.5163441354236391,2.7643917
195.292,12,188.236,3,2,4,1,61,1,0,1,1,0,1,0,1,0,0,1.05209,28.15,0.5086965938584319,2.76630914937221
176.175,13,168.111,4,1,4,3,66,0,0,1,0,0,1,0,0,0,0,0.33969999999999984,58.53,0.49794972828333334,2.775561019437
207.276,16,194.17199999999997,1,0,1,0,78,0,0,2,0,1,1,0,0,0,0,3.6757000000000026,12.36,0.5743190078629455,2.77719370238961
206.335,13,196.25499999999997,1,2,2,0,66,0,0,2,0,1,1,0,0,0,0,3.006700000000001,0.0,0.4416279756890717,2.77882638534222
135.17,10,126.09799999999998,3,3,3,0,52,0,0,2,0,1,1,0,0,0,0,-0.8177000000000003,64.07,0.3802538324654573,2.7821352
219.26500000000001,15,210.19299999999996,4,0,4,1,76,0,0,2,0,0,2,0,0,0,0,2.2827,30.82,0.6338303687875763,2.7851937
246.33500000000004,17,232.22299999999996,4,1,4,2,88,0,0,2,0,1,1,0,0,0,0,3.6030000000000024,41.46,0.5975637500048645,2.7857912
218.25600000000003,16,204.14399999999998,4,2,4,2,84,0,0,1,0,0,1,0,0,0,0,1.9197,65.18,0.7432336853225364,2.7899938
201.29399999999998,14,190.20599999999996,2,0,2,0,70,0,0,2,2,1,1,0,0,0,0,3.1675900000000015,12.36,0.5861100361318365,2.7908666
224.26700000000005,17,212.171,4,0,4,0,84,0,0,2,0,0,2,0,0,0,0,3.348900000000002,49.44,0.6055674165862862,2.79542532869376
259.338,18,246.23399999999998,6,3,6,1,92,0,0,3,0,2,1,0,0,0,0,2.0309999999999997,74.8,0.49734018606283686,2.79950703607528
332.58500000000004,19,312.425,5,4,6,3,106,0,0,1,0,0,1,0,0,0,0,3.873100000000002,15.27,0.356653080613227,2.8074815
208.264,16,196.16799999999998,2,0,2,0,78,1,0,1,0,0,1,0,1,0,0,1.3531,25.25,0.6315571863505031,2.80903101996551
299.47100000000006,17,290.399,7,2,7,1,88,0,0,2,0,0,2,0,0,0,0,3.330800000000001,36.42,0.5712051737679332,2.81746654855399
226.371,13,218.30699999999996,3,1,4,2,67,0,0,2,1,1,1,0,0,0,0,2.5539000000000005,12.03,0.7268241355420769,2.82100402828465
235.27200000000002,16,226.2,6,1,7,0,82,0,0,2,0,0,2,0,0,0,0,2.1161700000000003,82.52,0.6849156907904941,2.8281975
240.31,18,224.18199999999996,4,2,4,3,92,0,0,3,0,2,1,0,0,0,0,1.6058999999999999,39.66,0.7361656484593577,2.8296955
199.21300000000002,15,190.141,4,0,4,1,74,1,0,1,0,0,1,1,0,0,0,0.254,54.15,0.5981553376000489,2.83188858130205
236.25600000000003,16,228.19199999999998,3,2,7,3,82,0,0,2,0,1,1,0,0,0,0,1.0915,75.82,0.4755954714923941,2.8463106140501
229.37000000000003,14,214.24999999999997,4,0,4,7,78,0,0,0,0,0,0,0,0,0,0,3.0206000000000017,29.43,0.2208639160060845,2.84685484170097
192.261,15,180.16499999999996,0,0,0,0,72,0,0,3,0,3,0,0,0,0,0,4.204620000000002,0.0,0.5003378180733856,2.85229711820967
171.24299999999997,13,158.13899999999995,1,0,1,0,66,0,0,2,0,1,1,0,0,0,0,2.4243000000000006,3.24,0.5407583810377891,2.8561933
166.20499999999998,11,160.15699999999998,3,1,4,2,56,0,0,1,0,0,1,0,0,0,0,0.31348,53.22,0.27770408235063204,2.8571951670675
192.26099999999997,15,180.16499999999996,0,0,0,0,72,0,0,3,0,3,0,0,0,0,0,3.7915000000000028,0.0,0.5474362939533705,2.86209321592533
248.372,16,236.27599999999998,2,1,3,1,82,0,0,2,0,0,2,0,0,0,0,4.241000000000002,20.23,0.55299027035416,2.86236532975076
227.373,15,206.20499999999998,2,1,3,6,86,0,0,0,0,0,0,0,0,0,0,3.007900000000002,29.43,0.32129010166061006,2.8721576
196.249,15,184.15299999999996,1,0,1,1,74,0,0,2,0,2,0,0,0,0,0,3.0504000000000016,17.07,0.5889631114641091,2.87461045189534
257.362,18,242.24199999999996,4,1,4,2,92,1,0,1,0,0,1,0,1,0,0,1.3591999999999995,37.28,0.8689968661597524,2.88005272840404
160.21599999999995,12,148.11999999999998,1,0,1,5,62,0,0,1,2,1,0,0,0,0,0,2.3341900000000004,17.07,0.2609381083001825,2.88059695605491
201.25,14,194.194,3,0,3,0,68,0,0,2,0,1,1,0,0,0,0,2.27609,29.96,0.612367124180395,2.88086906988035
301.354,22,282.202,8,5,8,5,116,1,0,1,0,0,1,1,0,0,0,-1.3431999999999955,96.30999999999999,0.26232993833434737,2.89039305377057
230.292,16,220.212,4,0,4,0,80,0,0,2,0,0,2,0,0,0,0,2.584900000000001,32.67,0.6408872750655749,2.8923972
254.51100000000002,13,236.367,1,4,4,2,78,0,0,1,0,0,1,0,0,0,0,3.301200000000003,0.0,0.42175265596070177,2.8925266
216.35199999999998,12,208.288,4,1,4,1,64,0,0,1,0,0,1,0,0,0,0,3.6107000000000014,20.23,0.41005815414161273,2.89637955793014
202.264,12,196.216,7,2,7,2,64,0,0,1,0,0,1,0,0,0,0,1.2499,60.22,0.40071146557955106,2.89855646853362
